id,type,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,pPow,spdK,zoneX,zoneY,startX,startY,targetX,targetY,zDist,pitchAngle,pOver,pSide,pUnder,call,manual,sH,sV,gyro,plx,plz,bIdx,order1Name,order2Name,order3Name,order4Name,order5Name,order6Name,order7Name,order8Name,order9Name,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,bOS,bVR,bSwing,hSec,rotS,rotL,shS,lgS,prepS,gripPen,batSpd,ev,ldeg,sdeg,launchPosX,launchPosY,launchPosZ,hPos,buntGrip,handDist,angVeloX,angVeloY,angVeloZ,spinValid,spinControlled,spinDecision,spinLegacyMag,spinTargetMag,spinVOffset,spinHOffset,spinRawStrength,spinContactStrength,spinSpeedStrength,spinTangentMag,spinAppliedMag,phValid,phSource,phColMode,phFlags,phDt,phFixedDt,phRenderAge,phInstFps,phRawCpX,phRawCpY,phRawCpZ,phRawHPos,phRawNX,phRawNY,phRawNZ,phNDeltaDeg,phCpX,phCpY,phCpZ,phHPosAdj,phNX,phNY,phNZ,phNVDeg,phGeomNX,phGeomNY,phGeomNZ,phGeomNDeltaDeg,phBallVX,phBallVY,phBallVZ,phBallSpd,phProxyPVX,phProxyPVY,phProxyPVZ,phProxyPSpd,phRenderPVX,phRenderPVY,phRenderPVZ,phRenderPSpd,phLastDX,phLastDY,phLastDZ,phBatSpd,phRenderLagX,phRenderLagY,phRenderLagZ,phRenderLagRotDeg,phProxyMoveX,phProxyMoveY,phProxyMoveZ,phProxyMoveRotDeg,phRenderMoveX,phRenderMoveY,phRenderMoveZ,phRenderMoveRotDeg,phProxyGeoX,phProxyGeoY,phProxyGeoZ,phProxyGeoH,phRenderGeoX,phRenderGeoY,phRenderGeoZ,phRenderGeoH,phPreGuardDirX,phPreGuardDirY,phPreGuardDirZ,phPreGuardDirH,phFinalDirX,phFinalDirY,phFinalDirZ,phFinalDirH,phPreGuardH,phApproachH,phGuardTargetH,phGuardDelta,phSeparation,phContactCount,phCpDelta,phHPosDelta,phSweepSteps,phSweepT,phSweepFail,phSweepGap,phPointVSource,phNormalSource,phGuardFlags,phRenderSampleDt,ltSec,lx,lz,cSec,cPos,cx,cy,cz,1BSafe,tag,cpSec,bTo1Sec,bTo2Sec,bTo3Sec,bToHSec,r1To2Sec,r1To3Sec,r1ToHSec,r2To3Sec,r2ToHSec,r3ToHSec,r1LeaveSec,r2LeaveSec,r3LeaveSec,out1Sec,out1BatterIndex,out1PrevBase,out1Code,out1Ass,out2Sec,out2BatterIndex,out2PrevBase,out2Code,out2Ass,out3Sec,out3BatterIndex,out3PrevBase,out3Code,out3Ass,ball1Sec,ball1Pos,ball2Sec,ball2Pos,ball3Sec,ball3Pos,ballHSec,ballHPos,PitchPPosX,PitchPPosZ,PitchCPosX,PitchCPosZ,Pitch1BPosX,Pitch1BPosZ,Pitch2BPosX,Pitch2BPosZ,Pitch3BPosX,Pitch3BPosZ,PitchSSPosX,PitchSSPosZ,PitchLFPosX,PitchLFPosZ,PitchCFPosX,PitchCFPosZ,PitchRFPosX,PitchRFPosZ,PPosX,PPosY,PThrSpd,CName,CPosX,CPosY,CThrSpd,1BName,1BPosX,1BPosY,1BThrSpd,2BName,2BPosX,2BPosY,2BThrSpd,3BName,3BPosX,3BPosY,3BThrSpd,SSName,SSPosX,SSPosY,SSThrSpd,LFName,LFPosX,LFPosY,LFThrSpd,CFName,CFPosX,CFPosY,CFThrSpd,RFName,RFPosX,RFPosY,RFThrSpd,PGetSec,PGetX,PGetZ,CGetSec,CGetX,CGetZ,1BGetSec,1BGetX,1BGetZ,2BGetSec,2BGetX,2BGetZ,3BGetSec,3BGetX,3BGetZ,SSGetSec,SSGetX,SSGetZ,LFGetSec,LFGetX,LFGetZ,CFGetSec,CFGetX,CFGetZ,RFGetSec,RFGetX,RFGetZ,PThrSec,PThrX,PThrZ,CThrSec,CThrX,CThrZ,1BThrSec,1BThrX,1BThrZ,2BThrSec,2BThrX,2BThrZ,3BThrSec,3BThrX,3BThrZ,SSThrSec,SSThrX,SSThrZ,LFThrSec,LFThrX,LFThrZ,CFThrSec,CFThrX,CFThrZ,RFThrSec,RFThrX,RFThrZ,errPosDelta,result,infieldFly,balk,cPlr,sb2Sec,sb3Sec,sbhSec,ass,remarks
107,,5,0,2,1,0,0,0,0,0,0,255,255,255,43,2628.052,"임 재 천",R,3,58,103,5.349,-2.732,0.718,1.384,-0.243,1.72,-36.908,32.677,0,100,0,2,"",-388.12,32.399,-12.669,0,0,5,"_송글_","인생최패망자","ddil_ddil69","Sabo_10","펜케이크","_Gosomi","아침땅_","눈꽃","Yes_Man_",3,R,"_Gosomi",175,86.368,0.434,5,78,W,Y,1,2629.314,113,182,77,112,63,,137,78,-13.458,-52.764,-0.381,1.001,-20.989,1,0,0.363,-229.972,-125.08,350.323,1,0,0,437.331,0,0,0,0,0,0,0.723,437.331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2628.858,2.551,-23.206,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.304,-37.722,0.031,-17.52,-19.318,-45.518,-14.597,-63.715,19.79,-49.592,7.1,-58.573,37.226,-87.026,6.397,-112.816,-38.248,-92.686,0.331,-37.6,,"Kr_Luna",0.048,-17.535,,"소솨소솨",-19.229,-45.451,,"Yaksok~",-12.986,-65.905,,"aura_5599",19.711,-49.276,,"하루（Haru）",7.812,-61.318,,"MODECO",37.2,-86.999,,"kneesohime",5.995,-113.337,,"Pugeuk",-40.588,-94.994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,0,"",,,,0,""
108,,5,0,2,1,0,1,0,0,0,0,255,255,255,44,2648.749,"임 재 천",R,33,69,121,1.587,1.301,0.866,1.565,0.443,2.358,-36.908,43.081,0,100,0,2,"",130.852,-0.793,0.271,0,0,5,"=","=","=","=","=","=","=","=","=",3,R,"_Gosomi",175,86.368,0.434,5,47,W,Y,1,2649.893,182,53,132,70,23,,145,91,95.86,60.505,0.28,1.333,-19.846,-0.56,0,0.326,340.639,467.722,-158.168,1,0,0,599.847,0,0,0,0,0,0,0.992,599.847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2655.95,12.55,-11.174,2657.241,1,13.525,1.693,-10.832,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.231,-37.695,0.032,-17.527,-19.719,-46.055,-11.021,-65.934,19.333,-46.456,12.232,-65.292,39.221,-84.23,5.981,-113.483,-38.234,-93.505,0.653,-37.222,,"Kr_Luna",0.047,-17.505,113,"소솨소솨",-19.418,-45.686,,"Yaksok~",-11.711,-67.59,,"aura_5599",19.398,-46.478,,"하루（Haru）",12.23,-65.299,,"MODECO",39.453,-84.656,,"kneesohime",5.996,-113.485,,"Pugeuk",-38.207,-93.51,,2660.613,-0.834,-37.365,2657.974,13.831,-10.951,,,,,,,,,,,,,,,,,,,,,,,,,2659.34,13.213,-12.046,,,,,,,,,,,,,,,,,,,,,,"",3,0,0,"Kr_Luna",,,,72,""
109,,5,0,2,1,0,2,0,0,0,0,255,255,255,45,2675.5,"임 재 천",R,3,50,98,-2.55,-0.481,0.702,1.283,-0.32,1.365,-36.908,40.116,0,62,38,4,"",-360.841,0,-16.553,0,0,5,"=","=","=","=","=","=","=","=","=",3,R,"_Gosomi",175,86.368,0.434,,47,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,2678.457,5,,578,0,,,,,,,,,,,,,,,,,,,0.261,-37.659,0.01,-17.65,-20.6,-45.816,-10.611,-65.944,20.794,-47.978,13.464,-65.002,41.354,-88.151,6,-113.446,-43.643,-96.458,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,2679.392,0.169,-37.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
110,,5,0,2,1,0,0,1,0,0,0,255,255,255,46,2694.2,"임 재 천",R,3,54,101,-3.785,0.141,0.594,1.382,-0.82,1.716,-36.908,31.095,0,100,0,1,"",-378.037,0,-28.014,0,0,6,"=","=","=","=","=","=","=","=","=",5,R,"아침땅_",170,87.187,0.502,,78,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.274,-37.614,0.02,-17.537,-19.652,-44.13,-11.386,-65.514,20.019,-47.514,12.438,-65.398,37.118,-85.684,6.236,-113.469,-43.339,-96.012,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,2698.249,-0.14,-36.981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
111,,5,0,2,1,1,0,1,0,0,0,255,255,255,47,2709.671,"임 재 천",R,32,69,122,-1.485,0.428,0.565,1.375,-0.954,1.692,-36.908,27.227,0,100,0,2,"",172.16,-134.196,4.579,0,0,6,"=","=","=","=","=","=","=","=","=",5,R,"아침땅_",170,87.187,0.502,3,78,W,Y,1,2710.808,157,156,133,81,45,,145,106,-30,-12.697,-0.267,1.054,-20.622,0.93,0.19,0.392,253.984,296.003,447.296,1,0,0,593.463,0,0,0,0,0,0,0.981,593.463,1,3,3,211,0.014,0.014,0.008,72,-0.282,0.986,-19.801,0.269,0.29,-0.416,-0.862,74.669,-0.136,1.105,-20.731,0.93,-0.15,0.702,-0.696,-45.237,0.15,-0.702,0.696,180,-1.2,-1.504,31.419,31.478,1.75,18.58,-26.444,32.366,0.939,9.972,-14.192,17.37,-0.37,0.858,-0.358,98.648,0,0,0,0,0.077,0.162,-0.152,75.898,0.077,0.162,-0.152,75.898,0,0,0,0,0,0,0,0,0,0,0,0,0.192,-0.491,-0.85,-12.697,-999,-999,-999,0,0.5,1,0.949,0.661,48,-1,2,0.192,1,1,0,0.026,2710.3,0.118,-22.334,2712.342,5,8.422,0.894,-59.307,0,0,,,,,,,,,,,,,,,2715.852,6,,147,2,,,,,,,,,,,,,,,,,,,0.252,-37.575,-0.001,-17.533,-19.692,-45.159,-11.239,-65.818,19.873,-48.339,12.425,-65.427,37.564,-85.931,-1.457,-106.268,-43.044,-96.245,0.315,-37.4,,"Kr_Luna",-0.008,-17.527,,"소솨소솨",-19.742,-45.13,79,"Yaksok~",-11.825,-67.332,,"aura_5599",19.363,-47.94,,"하루（Haru）",12.429,-65.419,104,"MODECO",37.912,-86.048,,"kneesohime",-1.495,-106.268,,"Pugeuk",-43.074,-96.156,,2718.552,-0.938,-39.236,,,,2715.179,-18.949,-39.956,,,,,,,2712.947,8.655,-60.652,,,,,,,,,,,,,,,,2717.428,-17.664,-39.847,,,,,,,2713.815,4.775,-57.142,,,,,,,,,,"",2,0,0,"하루（Haru）",,,,14,""
112,,5,0,2,1,0,0,2,0,0,0,255,255,255,48,2737.814,"임 재 천",R,13,56,100,-2.931,-0.651,0.644,1.403,-0.589,1.777,-36.908,38.363,0,100,0,2,"",-321.307,353.669,-16.274,0,0,7,"=","=","=","=","=","=","=","=","=",4,L,"눈꽃",190,90,0.605,5,70,W,Y,1,2739.119,119,234,125,59,75,,138,104,-11.255,32.592,-0.519,0.8,-20.649,0.03,0,0.492,-341.444,304.398,40.367,1,0,0,459.208,0,0,0,0,0,0,0.759,459.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2738.608,-2.376,-23.534,2740.133,2,-15.404,0.056,-46.756,0,0,,2744.528,,,,,,,,,,,,,2743.219,7,,147,0,,,,,,,,,,,2742.572,2,,,,,,,0.207,-37.598,0.007,-17.517,-19.662,-45.644,-4.24,-68.014,20.565,-48.521,13.641,-64.813,52.29,-101.071,13.574,-120.077,-35.954,-100.838,0.182,-37.573,,"Kr_Luna",0.013,-17.518,,"소솨소솨",-19.414,-45.264,,"Yaksok~",-4.974,-69.994,,"aura_5599",20.438,-48.458,,"하루（Haru）",13.644,-64.821,,"MODECO",52.277,-101.071,,"kneesohime",19.464,-120.987,,"Pugeuk",-37.411,-102.608,,,,,,,,2740.672,-15.992,-47.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2,0,0,"소솨소솨",,,,4,""
113,SIDE,5,0,2,1,0,0,2,0,0,0,255,255,255,,2746.972,,,,,,,,,,,,,,,,,,,,,,,,8,"=","=","=","=","=","=","=","=","=",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
114,,6,1,2,1,0,0,0,0,0,0,255,255,255,57,2782.679,"인생최패망자",R,26,87,140,-0.915,0.524,0.349,2.18,-0.48,1.743,-36.742,42.088,60,40,0,0,"",50.518,-200,18.561,0,0,0,"aura_5599","하루（Haru）","소솨소솨","임 재 천","Yaksok~","MODECO","Kr_Luna","Pugeuk","kneesohime",4,R,"aura_5599",190,89.523,0.398,,78,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.041,-37.555,0.005,-17.07,-20.457,-48.152,-14.972,-63.439,18.662,-49.337,12.177,-64.938,44.001,-91.252,-2.353,-118.303,-42.491,-91.995,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
115,,6,1,2,1,0,1,0,0,0,0,255,255,255,58,2799.532,"인생최패망자",R,13,87,110,-3.556,-1.861,0.295,1.885,-0.798,0.865,-36.742,38.69,38,62,0,1,"",-390.434,312.348,32.201,-0.815,-19.105,0,"=","=","=","","=","=","=","=","=",4,R,"aura_5599",190,89.523,0.398,,78,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.169,-38.195,-0.059,-17.136,-20.489,-47.534,-15.021,-63.59,20.003,-49.297,12.414,-64.935,44.981,-89.64,-3.74,-119.877,-42.518,-92.024,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
116,,6,1,2,1,1,1,0,0,0,0,255,255,255,59,2814.682,"인생최패망자",R,14,79,106,-0.924,-0.301,0.275,2.371,-0.713,1.965,-36.742,62.214,73,27,0,0,"",153.639,400,9.173,0,0,0,"=","=","=","","=","=","=","=","=",4,R,"aura_5599",190,89.523,0.398,,78,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.075,-38.11,-0.014,-17.096,-20.455,-47.572,-14.831,-63.709,19.983,-49.393,12.527,-64.803,45.055,-89.636,-1.99,-116.826,-42.483,-92.058,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
117,,6,1,2,1,1,2,0,0,0,0,255,255,255,60,2829.568,"인생최패망자",R,10,76,105,-0.834,0.922,0.333,2.619,-0.372,2.743,-36.742,73.397,73,17,9,0,"",0,400,24.09,0,0,0,"=","=","=","","=","=","=","=","=",4,R,"aura_5599",190,89.523,0.398,,78,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,2832.28,0,,578,0,,,,,,,,,,,,,,,,,,,-0.084,-38.004,-0.077,-17.184,-20.064,-47.49,-14.53,-63.843,21.291,-49.853,12.576,-65.003,45.162,-89.461,-2.133,-117.213,-42.581,-91.988,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
118,,6,1,2,1,0,0,1,0,0,0,255,255,255,61,2853.371,"인생최패망자",R,26,88,140,0.411,0.609,0.457,2.172,0.022,1.742,-36.742,44.605,73,27,0,0,"",107.818,-200,31.652,0,0,1,"=","=","=","임 재 천","=","=","=","=","=",5,L,"하루（Haru）",175.2,85,0.397,,78,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.035,-37.95,0.04,-17.194,-19.879,-48.197,-10.733,-65.362,22.54,-49.164,15.737,-63.037,45.019,-89.416,8.855,-115.462,-42.54,-91.979,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
119,,6,1,2,1,0,1,1,0,0,0,255,255,255,62,2868.993,"인생최패망자",R,26,92,140,2.123,1.142,0.623,2.26,0.797,2.049,-36.742,68.665,68,32,0,2,"",78.554,-200,16.842,0,0,1,"=","=","=","=","=","=","=","=","=",5,L,"하루（Haru）",175.2,85,0.397,5,78,W,Y,1,2870.067,224,117,116,61,42,,145,94,27.193,-42.139,0.39,1.282,-20.055,0.99,0,0.167,362.924,-148.978,16.86,1,0,0,392.673,0,0,0,0,0,0,0.649,392.673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2874.308,56.063,-76.736,2874.575,6,54.413,1.914,-75.114,0,0,,2876.202,,,,,,,,,,,,,2875.114,1,,455,0,,,,,,,,,,,,,,,,,,,-0.061,-37.976,0.026,-17.186,-19.952,-47.734,-11.33,-65.41,22.549,-49.187,15.74,-63.032,49.192,-82.346,12.978,-125.254,-42.533,-91.974,0.24,-36.965,,"Yes_Man_",0.061,-17.427,,"Sabo_10",-19.867,-47.618,,"_Gosomi",-11.286,-65.37,,"눈꽃",22.55,-49.186,,"아침땅_",15.868,-62.982,,"펜케이크",49.179,-82.334,104,"ddil_ddil69",5.549,-122.215,,"_송글_",-42.54,-91.968,,,,,,,,,,,,,,,,,,,,2875.128,55.115,-75.974,,,,,,,,,,,,,,,,,,,,,,,,,2878.25,42.335,-71.861,,,,,,,"",1,0,0,"펜케이크",,,,16,""
120,,6,1,2,1,0,0,2,0,0,0,255,255,255,63,2893.273,"인생최패망자",R,10,92,128,0.526,-1.092,0.498,2.048,0.215,1.331,-36.742,56.512,73,27,0,4,"",0,400,25.564,0.02,-17.3,2,"=","=","=","=","=","=","=","=","=",2,R,"소솨소솨",190,90.013,0.501,,78,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.023,-37.894,0.124,-17.204,-20.986,-47.162,-13.655,-63.884,19.547,-50.003,12.87,-64.672,48.188,-86.613,-1.885,-106.812,-46.779,-93.742,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
121,,6,1,2,1,0,1,2,0,0,0,255,255,255,64,2906.753,"인생최패망자",R,10,89,128,-0.591,-1.601,0.394,1.951,-0.268,1.019,-36.742,42.243,74,26,0,4,"",0,400,7.621,-0.175,-18.299,2,"=","=","=","=","=","=","=","=","=",2,R,"소솨소솨",190,90.013,0.501,,78,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05,-37.835,0.115,-17.293,-20.256,-46.761,-15.367,-63.442,19.509,-49.86,12.949,-64.704,43.284,-91.566,-6.413,-116.923,-46.651,-93.684,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
122,,6,1,2,1,0,2,2,0,0,0,255,255,255,65,2920.301,"인생최패망자",R,10,55,89,0.087,-1.117,0.457,2.126,0.016,1.608,-36.742,48.815,59,41,0,4,"",4.155,400,16.696,-0.047,-18.084,2,"=","=","=","=","=","=","=","=","=",2,R,"소솨소솨",190,90.013,0.501,,78,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,,,,,,,,,,,,,,,2922.735,2,,578,0,,,,,,,,,,,,,,,,,,,-0.041,-37.826,0.037,-17.201,-20.083,-47.045,-15.226,-63.42,19.968,-50.698,12.548,-64.857,43.168,-91.636,-6.784,-116.029,-46.674,-93.742,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
123,SIDE,6,1,2,1,0,2,2,0,0,0,255,255,255,,2930.233,,,,,,,,,,,,,,,,,,,,,,,,2,"=","=","=","=","=","=","=","=","=",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
124,,6,0,2,1,0,0,0,0,0,0,255,255,255,49,2978.39,"Pugeuk",R,29,86,139,-1.379,0.599,0.395,1.496,-0.279,1.86,-36.69,23.372,65,35,0,2,"",-250,-153.53,27.324,0,0,8,"_송글_","인생최패망자","ddil_ddil69","Sabo_10","펜케이크","_Gosomi","아침땅_","눈꽃","Yes_Man_",1,R,"Yes_Man_",190,85.251,0.499,5,78,W,Y,1,2979.473,210,45,112,56,28,,145,105,24.99,55.585,-0.298,1.224,-19.757,0.94,0,0.464,383.107,-142.336,-258.268,1,0,0,483.459,0,0,0,0,0,0,0.799,483.459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2983.866,-75.29,-73.598,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.114,-37.596,-0.01,-17.343,-20.278,-45.521,-13.047,-65.244,21.39,-51.272,10.907,-65.294,40.739,-88.903,1.132,-110.288,-41.138,-87.162,-0.142,-37.111,,"Kr_Luna",0.022,-17.301,,"소솨소솨",-19.903,-45.197,,"Yaksok~",-13.471,-66.497,,"aura_5599",21.235,-51.145,,"하루（Haru）",10.799,-65.632,,"MODECO",40.958,-87.523,,"kneesohime",-0.663,-112.65,,"임 재 천",-41.139,-87.162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,0,"",,,,0,""
