id,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,pPow,spdK,zoneX,zoneY,startX,startY,targetX,targetY,zDist,pitchAngle,pOver,pSide,pUnder,call,balk,sH,sV,gyro,plx,plz,bSwing,bIdx,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,bOS,bVR,hSec,rotS,rotL,shS,lgS,prepS,batSpd,ev,ldeg,sdeg,launchPosX,launchPosY,launchPosZ,hPos,buntGrip,handDist,angVeloX,angVeloY,angVeloZ,PPosX,PPosY,PThrSpd,CName,CPosX,CPosY,CThrSpd,1BName,1BPosX,1BPosY,1BThrSpd,2BName,2BPosX,2BPosY,2BThrSpd,3BName,3BPosX,3BPosY,3BThrSpd,SSName,SSPosX,SSPosY,SSThrSpd,LFName,LFPosX,LFPosY,LFThrSpd,CFName,CFPosX,CFPosY,CFThrSpd,RFName,RFPosX,RFPosY,RFThrSpd,ltSec,lx,lz,cSec,cPos,cx,cy,cz,1BSafe,tag,cpSec,bTo1Sec,bTo2Sec,bTo3Sec,bToHSec,r1To2Sec,r1To3Sec,r1ToHSec,r2To3Sec,r2ToHSec,r3ToHSec,r1LeaveSec,r2LeaveSec,r3LeaveSec,bOutSec,r1OutSec,r2OutSec,r3OutSec,ball1Sec,ball1Pos,ball2Sec,ball2Pos,ball3Sec,ball3Pos,ballHSec,ballHPos,PGetSec,CGetSec,1BGetSec,2BGetSec,3BGetSec,SSGetSec,LFGetSec,CFGetSec,RFGetSec,PThrSec,CThrSec,1BThrSec,2BThrSec,3BThrSec,SSThrSec,LFThrSec,CFThrSec,RFThrSec,result,cPlr,sb2Sec,sb3Sec,sbhSec,ass
1,1,1,0,0,0,0,0,0,0,0,255,255,255,0,263.727,"Ainy4／あいにゃ",R,3,78,104,0.28,-0.196,0.612,1.85,0.974,1.577,-36.897,46.19,92,8,0,2,0,-472.727,0,-15.595,0,0,1,0,7,R,"_송글_",174.9,91.844,0.315,3,38,W,Y,264.816,129,87,67,51,44,137,117,27.768,29.601,-0.047,0.984,-20.488,0.73,0,0.356,350.83,460.452,157.803,0.091,-37.412,0,"Yaksok~",-0.08,-17.266,0,"encounter v",-19.727,-45.391,0,"_Gosomi",-13.586,-61.071,0,"_이누_",20.321,-52.479,0,"Kr_Luna",11.124,-63.657,85,"MODECO",45.881,-95.857,0,"AI",0,-109.84,0,"kneesohime",-41.652,-105.45,96,269.177,-60.982,-103.054,270.297,8,-61.304,0.687,-104.911,1,0,,270.16,274.64,,,,,,,,,,,,,,,,,,,,,,,,279.123,,,,,275.417,,,270.297,,,,,,277.963,,,271.497,2,"kneesohime",274.64,,,162
2,1,1,0,0,0,0,0,0,1,0,255,7,255,1,294.439,"Ainy4／あいにゃ",R,34,83,134,1.103,0.341,0.277,1.754,0.343,1.687,-36.897,23.567,52,41,7,0,0,98.953,-93.115,-1.908,0,0,0,1,3,R,"하랑님_",170,87.91,0.221,0,38,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,-38.021,0,"Yaksok~",0.055,-17.436,0,"encounter v",-18.998,-44.342,0,"_Gosomi",-14.161,-61.934,0,"_이누_",19.464,-48.96,0,"Kr_Luna",7.541,-60.544,0,"MODECO",42.178,-98.271,0,"AI",0,-109.84,0,"kneesohime",-46.265,-100.832,0,0,0,0,0,0,0,0,0,0,0,295.23,,,,,,,,,,,,294.852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",296.501,,,0
3,1,1,0,0,0,1,0,0,1,0,255,7,255,2,310.526,"Ainy4／あいにゃ",R,14,73,100,1.613,0.039,0.177,1.961,-0.082,2.173,-36.897,24.929,95,5,0,2,0,354.94,312.348,22.201,0,0,1,1,3,R,"하랑님_",170,87.91,0.221,3,38,W,Y,311.61,255,195,129,135,95,145,126,1.372,-15.104,0.427,1.062,-21.864,0.51,0,0.372,-280.028,445.708,-287.974,0.139,-37.33,0,"Yaksok~",-0.038,-17.529,0,"encounter v",-18.913,-44.223,64,"_Gosomi",-15.09,-61.192,0,"_이누_",20.226,-49.207,0,"Kr_Luna",5.913,-63.893,99,"MODECO",41.011,-97.364,0,"AI",0,-109.84,0,"kneesohime",-46.773,-104.347,0,311.71,6.304,-45.768,312.737,5,10.27,0.061,-61.383,0,0,,316.656,,,,,,,,,,,338.634,,,,,,,,,,,,,,320.857,,315.443,,,312.737,,,,,,319.777,,,313.95,,,,2,"Kr_Luna",314.581,,,131
4,1,1,0,0,0,0,1,0,1,0,255,7,255,3,339.049,"Ainy4／あいにゃ",R,3,74,102,-1.684,0.226,0.201,1.797,-0.008,1.765,-36.897,33.896,57,43,0,4,0,-421.518,0,-26.045,0,0,1,2,1,R,"인생최패망자",190,80,0.296,0,37,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.062,-37.928,0,"Yaksok~",-0.462,-19.302,0,"encounter v",-19.436,-45.094,0,"_Gosomi",-11.302,-60.005,0,"_이누_",20.402,-48.54,0,"Kr_Luna",5.198,-61.254,0,"MODECO",53.165,-107.485,0,"AI",0,-109.84,0,"kneesohime",-51.846,-105.837,0,0,0,0,0,0,0,0,0,0,0,340.057,,,,,,,,,,,,356.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",341.534,,,0
5,1,1,0,0,0,1,1,0,1,0,255,7,255,4,356.336,"Ainy4／あいにゃ",R,26,73,124,2.872,1.345,0.393,2.072,1.502,2.237,-36.897,51.205,84,16,0,2,0,-160.207,-200,-10.995,0,0,1,2,1,R,"인생최패망자",190,80,0.296,3,37,W,Y,357.433,255,58,191,97,56,145,87,-30,-14.47,0.533,1.577,-21.179,1,0,0.452,-227.294,79.159,-549.61,0.163,-37.6,92,"Yaksok~",-0.091,-17.451,0,"encounter v",-19.23,-44.859,62,"_Gosomi",-13.429,-58.958,0,"_이누_",20.389,-49.23,0,"Kr_Luna",12.034,-61.762,0,"MODECO",53.24,-107.58,0,"AI",0,-109.84,0,"kneesohime",-51.904,-105.908,0,356.923,1.218,-23.87,358.057,0,2.013,1.439,-36.49,0,0,,,,,,,,,,,,,361.85,,,,,,,,,,,,,,358.057,,360.883,,,,,,,359.723,,364.19,,,,,,,2,"Ainy4／あいにゃ",360.421,,,3
6,1,1,0,0,0,0,2,0,1,0,255,7,255,5,385.929,"Ainy4／あいにゃ",R,29,82,134,1.176,1.127,0.367,1.89,0.764,2.124,-36.897,37.718,95,5,0,1,0,-201.986,-200,-0.896,0,0,0,3,4,R,"하루（Haru）",190,90,0.397,0,37,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,-37.801,0,"Yaksok~",0.067,-17.461,0,"encounter v",-19.749,-45.435,0,"_Gosomi",-13.901,-61.662,0,"_이누_",19.936,-48.045,0,"Kr_Luna",10.614,-63.104,0,"MODECO",49.804,-111.331,0,"AI",0,-109.84,0,"kneesohime",-53.559,-106.69,0,0,0,0,0,0,0,0,0,0,0,386.723,,,,,,,,,,,,405.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",388.879,,,0
7,1,1,0,0,0,1,2,0,1,0,255,7,255,6,406.272,"Ainy4／あいにゃ",R,4,82,114,-0.866,-0.136,0.195,1.686,-0.026,1.526,-36.897,23.689,48,52,0,0,0,-195.281,0,-16.148,0,0,0,3,4,R,"하루（Haru）",190,90,0.397,0,37,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.054,-37.789,0,"Yaksok~",-0.228,-17.38,0,"encounter v",-19.78,-45.433,0,"_Gosomi",-14.716,-62.297,0,"_이누_",20.438,-47.62,0,"Kr_Luna",7.329,-62.544,0,"MODECO",49.82,-111.4,0,"AI",0,-109.84,0,"kneesohime",-53.578,-106.709,0,0,0,0,0,0,0,0,0,0,0,407.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",409.195,,,0
8,1,1,0,0,0,2,2,0,1,0,255,7,255,7,425.232,"Ainy4／あいにゃ",R,32,78,128,1.4,0.451,0.248,1.801,0.21,1.834,-36.897,33.457,87,10,4,2,0,250,-51.983,-21.833,0,0,1,3,4,R,"하루（Haru）",190,90,0.397,3,37,W,Y,426.373,175,110,91,64,43,145,87,22.801,-5.806,0.291,1.283,-20.41,-1,0,0.288,401.289,266.417,357.756,0.066,-37.386,0,"Yaksok~",-0.367,-17.488,0,"encounter v",-19.684,-45.357,0,"_Gosomi",-14.197,-61.396,0,"_이누_",20.099,-50.478,0,"Kr_Luna",11.473,-61.916,0,"MODECO",47.892,-112.828,0,"AI",0,-109.84,0,"kneesohime",-53.786,-105.875,0,430.483,2.974,-95.283,0,0,0,0,0,0,0,473.323,,,,,,,,430.917,,,,425.482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"",,430.917,,325
9,1,0,0,0,0,0,0,0,0,0,255,255,255,0,547.886,"うよすま",R,3,78,104,0.546,-0.196,0.571,1.17,0.921,1.523,-36.785,45.401,27,73,0,2,0,-472.727,0,-38.547,0,0,1,0,1,R,"Yaksok~",190,80,0.328,3,65,W,Y,548.834,255,112,112,118,91,145,108,-30,43.575,0.159,0.987,-21.112,0.03,0,0.181,-87.561,311.015,-505.572,-0.209,-37.868,0,"인생최패망자",-0.015,-17.685,0,"Pring__",-20.423,-46.056,86,"하랑님_",-16.668,-62.269,0,"하루（Haru）",19.06,-50.227,0,"CoalCat",8.715,-64.973,0,"펜케이크",47.94,-103.848,0,"_송글_",-0.891,-110.024,0,"Megarafa",-50.759,-97.592,0,548.19,-1.36,-22.699,549.537,2,-19.145,1.255,-41.175,0,0,,,,,,,,,,,,,,,,,,,550.802,2,,,,,,,552.603,,549.537,,,,,,,,,551.563,,,,,,,2,"Pring__",,,,288
10,1,0,0,0,0,0,1,0,0,0,255,255,255,1,566.589,"うよすま",R,17,59,99,-1.963,-0.505,0.078,1.105,-0.857,1.243,-36.785,40.402,0,100,0,2,0,0,-73.192,0.302,0,0,1,1,8,R,"kneesohime",190,85,0.497,3,35,W,Y,567.922,255,155,189,108,72,145,87,39.669,35.98,-0.362,0.832,-20.476,-1,0,0.446,208.044,-537.325,167.33,-0.234,-38.097,0,"인생최패망자",-0.153,-17.645,0,"Pring__",-21.073,-46.833,0,"하랑님_",-17.057,-61.829,0,"하루（Haru）",19.203,-49.788,0,"CoalCat",9.079,-65.227,85,"펜케이크",45.389,-102.366,0,"_송글_",-0.954,-107.877,0,"Megarafa",-49.729,-90.551,86,571.923,-34.237,-79.642,576.497,8,-42.775,0.059,-98.068,1,0,,573.912,580.777,,,,,,,,,,,,,,,,,,,,,,,,584.843,,,,,581.11,,,576.497,,,,,,583.59,,,578.377,2,"Megarafa",580.777,,,336
11,1,0,0,0,0,0,1,0,1,0,255,18,255,2,601.827,"うよすま",R,3,69,98,-2.028,-0.492,0.205,1.02,-0.35,1.347,-36.785,36.503,5,95,0,4,0,-414.832,0,-57.611,0,0,1,2,4,R,"_이누_",190,89.841,0.451,0,35,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.367,-38.209,0,"인생최패망자",0.01,-17.446,0,"Pring__",-21.296,-46.021,0,"하랑님_",-17.809,-61.66,0,"하루（Haru）",17.341,-46.886,0,"CoalCat",3.284,-60.883,0,"펜케이크",39.969,-101.379,0,"_송글_",-4.26,-110.228,0,"Megarafa",-43.177,-91.019,0,0,0,0,0,0,0,0,0,0,0,602.643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",604.459,,,0
12,1,0,0,0,0,1,1,0,1,0,255,18,255,3,618.682,"うよすま",R,0,61,102,2.43,0.687,0.504,1.429,0.969,2.063,-36.785,43.192,0,100,0,4,0,35.494,-7.49,3.902,0,0,1,2,4,R,"_이누_",190,89.841,0.451,0,35,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.23,-38.177,0,"인생최패망자",-0.093,-17.42,0,"Pring__",-21.55,-47.154,0,"하랑님_",-17.541,-61.344,0,"하루（Haru）",18.55,-49.774,0,"CoalCat",6.115,-62.169,0,"펜케이크",41.169,-104.465,0,"_송글_",-0.469,-110.258,0,"Megarafa",-45.607,-91.957,0,0,0,0,0,0,0,0,0,0,0,619.537,,,,,,,,,,,,619.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",621.563,,,0
13,1,0,0,0,0,2,1,0,1,0,255,18,255,4,639.588,"うよすま",R,0,52,95,0.061,-0.808,0.267,1.084,0.018,1.146,-36.785,36.037,0,100,0,2,0,0,0,-30.091,0,0,1,2,4,R,"_이누_",190,89.841,0.451,3,35,W,Y,640.873,255,111,149,95,60,145,100,-35.402,-8.399,0.01,0.705,-20.334,-0.34,0,0.186,-407.625,-6.446,-440.228,-0.293,-38.08,0,"인생최패망자",-0.111,-17.66,0,"Pring__",-21.556,-47.159,85,"하랑님_",-17.454,-61.289,0,"하루（Haru）",17.907,-49.416,0,"CoalCat",4.654,-61.351,100,"펜케이크",46.025,-99.983,0,"_송글_",0.444,-110.12,0,"Megarafa",-45.615,-91.987,0,640.163,0.142,-21.237,642.297,5,5.005,1.622,-54.511,0,0,,,,,,,,,646.003,,,,640.636,,,,,,,,,,,,,,647.937,,644.563,,,642.297,,,,,,646.937,,,643.39,,,,2,"CoalCat",,646.003,,352
14,1,0,0,0,0,0,2,0,0,1,255,255,18,5,669.44,"うよすま",R,4,74,109,3.068,-0.777,0.758,1.167,1.577,1.148,-36.785,52.129,0,100,0,2,0,-159.074,0,-11.785,0,0,1,3,2,L,"encounter v",190,86.037,0.42,3,35,W,Y,670.421,255,252,107,103,33,145,87,0.712,-45.03,0.573,0.741,-20.663,1,0,0.544,-207.543,-519.113,-217.826,-0.122,-37.854,0,"인생최패망자",0.09,-17.743,0,"Pring__",-22.451,-47.807,0,"하랑님_",-14.075,-64.297,0,"하루（Haru）",20.914,-46.194,88,"CoalCat",11.891,-63.074,0,"펜케이크",60.733,-93.905,0,"_송글_",1.491,-111.835,0,"Megarafa",-41.349,-91.245,0,670.27,9.852,-29.574,671.59,4,22.292,0.055,-41.115,0,0,,,,,,,,,,,,,,670.488,,,,,,,,,,,,,676.497,,,,671.59,,,,,,,,,675.337,,,,,2,"하루（Haru）",,675.532,,264
15,1,0,0,0,0,1,2,0,0,1,255,255,18,6,690.444,"うよすま",R,14,40,79,3.467,-2.108,0.38,0.994,0.723,0.947,-36.785,38.953,0,100,0,4,0,280.403,312.348,-19.695,0.684,-19.661,1,3,2,L,"encounter v",190,86.037,0.42,0,43,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.307,-38.152,0,"인생최패망자",0.093,-17.628,0,"Pring__",-20.777,-46.519,0,"하랑님_",-15.575,-63.544,0,"하루（Haru）",21.732,-45.542,0,"CoalCat",11.991,-62.39,0,"펜케이크",59.427,-91.549,0,"_송글_",0.719,-108.101,0,"Megarafa",-43.727,-93.073,0,0,0,0,0,0,0,0,0,0,0,691.51,,,,,,,,,,,,,704.978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,693.732,,0
16,1,0,0,0,0,2,2,0,0,1,255,255,18,7,706.053,"うよすま",R,34,68,121,2.708,1.342,0.436,1.454,1.011,2.451,-36.785,49.795,0,100,0,2,0,92.784,-12.148,4.528,0,0,1,3,2,L,"encounter v",190,86.037,0.42,3,43,W,Y,707.085,255,84,150,80,31,145,113,11.118,-14.272,0.507,1.518,-19.93,0.85,0,0.389,592.771,91.33,-16.765,-0.21,-37.675,0,"인생최패망자",0.09,-17.707,0,"Pring__",-20.791,-46.328,0,"하랑님_",-15.56,-63.541,0,"하루（Haru）",20.123,-47.588,87,"CoalCat",12.175,-62.244,0,"펜케이크",59.432,-91.546,0,"_송글_",1.343,-107.893,91,"Megarafa",-47.004,-92.221,0,710.297,21.769,-108.426,714.577,7,25.968,0.058,-126.859,1,0,,712.608,717.135,,,,,,,,710.379,,,,,,,,,,,,,,,,725.03,,,,719.91,,,714.577,,,,,,723.83,,,715.47,,2,"_송글_",717.135,,710.379,265
17,1,0,0,1,0,0,2,0,1,0,255,12,255,8,742.196,"うよすま",R,3,67,97,-0.729,-0.485,0.471,1.121,0.465,1.349,-36.785,56.477,0,100,0,2,0,-413.088,0,-14.108,0,0,1,4,6,R,"MODECO",190,85,0.445,3,35,W,Y,743.399,255,172,146,117,78,145,87,-36.792,48.91,-0.074,0.895,-21.274,-1,0,0.584,15.231,73.437,-595.294,-0.35,-37.894,0,"인생최패망자",-0.049,-17.759,0,"Pring__",-20.623,-46.485,0,"하랑님_",-16.541,-62.569,0,"하루（Haru）",21.387,-47.687,0,"CoalCat",7.623,-62.534,0,"펜케이크",49.344,-93.492,0,"_송글_",-1.345,-109.927,0,"Megarafa",-45.763,-95.729,0,742.683,-1.344,-22.378,0,0,0,0,0,0,0,,,,,,,,,,,,,755.547,,,,,,,,,,,,,,748.297,,,,,,,,,,,,,,,,,,0,"",749.187,,,256
18,1,0,0,1,0,1,2,0,1,0,255,12,255,9,762.223,"うよすま",R,3,69,98,-3.409,-0.673,0.243,1.043,-0.533,1.233,-36.785,39.993,0,100,0,4,0,-422.642,0,-46.945,0,0,1,4,6,R,"MODECO",190,85,0.445,0,40,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.486,-38.271,0,"인생최패망자",0.054,-17.494,0,"Pring__",-20.841,-45.23,0,"하랑님_",-15.869,-60.843,0,"하루（Haru）",20.933,-46.704,0,"CoalCat",3.513,-61.333,0,"펜케이크",50.095,-93.696,0,"_송글_",-3.749,-110.265,0,"Megarafa",-44.589,-88.634,0,0,0,0,0,0,0,0,0,0,0,763.083,,,,,,,,,,,,775.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",765.285,,,0
19,1,0,0,1,0,2,2,0,1,0,255,12,255,10,778.308,"うよすま",R,0,60,101,2.331,0.812,0.524,1.458,0.924,2.143,-36.785,41.376,0,100,0,2,0,35.671,-7.232,1.48,0,0,1,4,6,R,"MODECO",190,85,0.445,3,40,W,Y,779.551,92,18,42,24,19,81,67,-17.976,36.038,0.429,1.266,-19.373,-1,0,0.147,80.412,-154.232,-574.236,-0.375,-37.943,0,"인생최패망자",0.066,-17.713,0,"Pring__",-21.604,-46.264,0,"하랑님_",-16.582,-62.771,0,"하루（Haru）",20.538,-47.48,0,"CoalCat",6.603,-62.712,0,"펜케이크",49.729,-94.003,0,"_송글_",-0.922,-110.797,0,"Megarafa",-44.603,-88.679,0,779.057,-2.027,-22.753,781.337,2,-14.344,0.058,-44.363,0,16,,,,,,,,,783.721,,,,,,,,,,783.473,2,,,,,,,821.723,,781.23,,,,,,,,,,,,,,,,2,"Pring__",,783.721,,160
20,2,1,0,1,0,0,0,0,0,0,255,255,255,8,826.94,"Ainy4／あいにゃ",R,32,82,134,-1.267,-0.135,0.029,1.673,-0.807,1.401,-36.897,13.245,47,53,0,0,0,195.804,-116.247,-20.267,0,0,0,4,8,L,"Megarafa",175.3,90,0.498,0,35,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03,-37.972,0,"Yaksok~",0.002,-17.096,0,"encounter v",-20.481,-45.941,0,"_Gosomi",-10.638,-62.897,0,"_이누_",21.196,-46.795,0,"Kr_Luna",14.154,-59.69,0,"MODECO",45.525,-90.708,0,"AI",0,-109.84,0,"kneesohime",-39.95,-89.879,0,0,0,0,0,0,0,0,0,0,0,827.817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
21,2,1,0,1,0,1,0,0,0,0,255,255,255,9,847.828,"Ainy4／あいにゃ",R,27,92,140,-0.955,0.545,0.098,1.79,-0.491,1.812,-36.897,17.132,57,41,3,0,0,50.913,-105.056,-6.004,0,0,1,4,8,L,"Megarafa",175.3,90,0.498,0,35,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.413,-37.788,0,"Yaksok~",-0.038,-17.079,0,"encounter v",-20.462,-45.767,0,"_Gosomi",-11.804,-61.857,0,"_이누_",20.459,-46.146,0,"Kr_Luna",14.183,-59.68,0,"MODECO",46.606,-91.786,0,"AI",0,-109.84,0,"kneesohime",-42.619,-93.508,0,0,0,0,0,0,0,0,0,0,0,848.643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
22,2,1,0,1,0,2,0,0,0,0,255,255,255,10,866.76,"Ainy4／あいにゃ",R,14,84,109,1.216,-1.825,0.139,1.476,-0.2,1.025,-36.897,15.847,48,52,0,2,0,380.748,319.936,49.587,0,0,1,4,8,L,"Megarafa",175.3,90,0.498,3,35,W,Y,868.015,148,120,138,91,27,145,82,-16.612,28.581,0.123,0.304,-21.086,1,0,0.273,-520.949,67.902,289.831,0,-37.555,0,"Yaksok~",-0.055,-17.354,0,"encounter v",-20.377,-45.638,88,"_Gosomi",-10.913,-62.038,0,"_이누_",20.902,-47.005,0,"Kr_Luna",14.155,-59.62,0,"MODECO",48.494,-91.298,0,"ByeolBam",-0.159,-111.904,0,"kneesohime",-42.619,-93.555,0,867.31,-0.316,-21.89,869.35,2,-14.332,0.059,-47.519,0,0,,872.931,,,,,,,,,,,,,,,,,872.287,2,,,,,,,873.843,,869.19,,,,,,,,,872.91,,,,,,,2,"encounter v",,,,136
23,2,1,0,1,0,0,1,0,0,0,255,255,255,11,890.217,"Ainy4／あいにゃ",R,32,86,139,-1.587,0.091,0.002,1.718,-0.937,1.566,-36.897,14.658,48,52,0,2,0,230.982,-107.196,-29.723,0,0,1,5,2,L,"Pring__",190,92.741,0.481,3,35,W,Y,891.117,255,136,97,119,77,145,125,26.507,-41.921,-0.276,1.079,-20.701,0.25,0,0.391,145.693,-567.911,-127.478,-0.071,-37.376,0,"Yaksok~",-0.086,-17.089,0,"encounter v",-20.522,-45.858,0,"_Gosomi",-12.456,-64.053,0,"_이누_",23.328,-49.038,0,"Kr_Luna",13.614,-62.2,0,"MODECO",59.897,-101.232,0,"ByeolBam",2.051,-114.141,0,"kneesohime",-44.543,-100.173,0,894.95,83.622,-91.12,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,907.15,,,,,,,,,,,,,,,,,,3,"",,,,128
24,2,1,0,1,0,1,1,0,0,0,255,255,255,12,918.87,"Ainy4／あいにゃ",R,14,84,108,0.974,-0.733,0.091,1.72,-0.347,1.599,-36.897,9.789,60,40,0,0,0,383.336,312.348,41.145,0.256,-18.366,1,5,2,L,"Pring__",190,92.741,0.481,0,35,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.197,-38.105,0,"Yaksok~",0.283,-18.071,0,"encounter v",-19.543,-44.877,0,"_Gosomi",-10.343,-63.985,0,"_이누_",20.876,-46.903,0,"Kr_Luna",14.272,-62.225,0,"MODECO",59.568,-101.114,0,"ByeolBam",0.651,-113.01,0,"kneesohime",-43.126,-98.976,0,0,0,0,0,0,0,0,0,0,0,920.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
25,2,1,0,1,0,2,1,0,0,0,255,255,255,13,937.295,"Ainy4／あいにゃ",R,14,81,106,1.725,-0.301,0.199,1.845,-0.012,1.87,-36.897,20.714,89,11,0,4,0,376.237,312.348,16.545,0,0,1,5,2,L,"Pring__",190,92.741,0.481,0,35,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.075,-37.739,0,"Yaksok~",-0.8,-19.323,0,"encounter v",-19.472,-44.876,0,"_Gosomi",-9.026,-64.001,0,"_이누_",24.125,-50.167,0,"Kr_Luna",14.389,-62.156,0,"MODECO",58.981,-101.411,0,"ByeolBam",0.308,-113.383,0,"kneesohime",-40.852,-102.22,0,0,0,0,0,0,0,0,0,0,32,937.95,,,,,,,,,,,,,,,,,,,,,,,,939.72,1,,,,,,,,,,,,,,,,,,,0,"",,,,0
26,2,1,0,1,0,0,2,0,0,0,255,255,255,14,957.897,"Ainy4／あいにゃ",R,33,91,140,-1.743,-0.776,0.005,1.57,-0.92,1.042,-36.897,7.189,46,54,0,1,0,129.83,-109.963,-19.752,0,0,0,6,5,R,"CoalCat",176,83,0.397,0,35,W,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047,-37.803,0,"Yaksok~",-0.128,-17.603,0,"encounter v",-19.518,-44.832,0,"_Gosomi",-14.2,-60.521,0,"_이누_",19.357,-49.107,0,"Kr_Luna",14.327,-62.177,0,"MODECO",43.964,-99.085,0,"ByeolBam",-2.082,-113.604,0,"kneesohime",-42.742,-102.752,0,0,0,0,0,0,0,0,0,0,0,958.563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"",,,,0
27,2,1,0,1,1,0,2,0,0,0,255,255,255,15,974.108,"Ainy4／あいにゃ",R,29,80,130,1.322,0.362,0.382,1.779,0.951,1.596,-36.897,30.736,59,41,0,2,0,-250,-200,13.71,0,0,1,6,5,R,"CoalCat",176,83,0.397,3,35,W,Y,975.153,255,157,111,105,72,145,86,58.149,-15.698,0.318,1.393,-21.795,-0.78,0,0.54,-170.829,42.04,573.629,-0.081,-37.509,0,"Yaksok~",-0.078,-17.654,0,"encounter v",-19.361,-44.667,0,"_Gosomi",-13.976,-60.263,0,"_이누_",19.184,-48.374,0,"Kr_Luna",14.289,-62.194,85,"MODECO",41.879,-98.555,0,"ByeolBam",-0.319,-114.435,0,"kneesohime",-42.686,-102.687,0,979.977,8.616,-71.158,980.097,5,8.306,2.688,-69.934,0,0,,980.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,980.097,,,,,,,,,981.697,,,,1,"Kr_Luna",,,,64
28,2,0,0,1,0,0,0,0,0,0,255,255,255,11,1042.907,"うよすま",R,3,70,98,1.603,0.037,0.715,1.359,1.389,1.668,-36.785,53.185,0,100,0,2,0,-445.455,0,-41.102,0,0,1,5,3,R,"_Gosomi",190,83,0.24,3,35,W,Y,1044.145,202,151,92,83,87,145,120,-30,-31.308,0.382,1.109,-21.481,0.8,0,0.611,-423.988,9.116,-424.442,-0.006,-37.924,0,"인생최패망자",0.043,-17.54,0,"Pring__",-22.339,-47.781,87,"하랑님_",-16.678,-62.482,0,"하루（Haru）",19.663,-52.612,110,"CoalCat",8.645,-64.908,0,"펜케이크",44.473,-93.013,0,"_송글_",-0.084,-110.584,0,"Megarafa",-43.552,-89.481,0,1043.363,1.457,-23.249,1044.857,4,18.898,2.251,-48.074,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1050.243,,1047.243,,1044.857,,,,,,,1049.217,,1045.723,,,,,2,"하루（Haru）",,,,40
