id,type,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,pPow,spdK,zoneX,zoneY,startX,startY,targetX,targetY,zDist,pitchAngle,pOver,pSide,pUnder,call,manual,sH,sV,gyro,plx,plz,bIdx,order1Name,order2Name,order3Name,order4Name,order5Name,order6Name,order7Name,order8Name,order9Name,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,bOS,bVR,bSwing,hSec,rotS,rotL,shS,lgS,prepS,gripPen,batSpd,ev,ldeg,sdeg,launchPosX,launchPosY,launchPosZ,hPos,epPreHPos,epDelta,epEvidenceType,epEvidenceValue,buntGrip,handDist,angVeloX,angVeloY,angVeloZ,phSource,phNormalSource,phFlags,phDt,phRenderAge,phRenderSampleDt,phRenderLagDist,phRawHPos,phSeparationR,phReprojectConfidence,phSweepSteps,phSweepT,phSweepFail,phSweepGapR,phBallVX,phBallVY,phBallVZ,phOriginV,phPointVX,phPointVY,phPointVZ,phPointVSource,phProxyPSpd,phRenderPSpd,phPVDeltaDeg,phPVSpeedRatio,phNX,phNY,phNZ,phNDeltaDeg,phPreGuardH,phApproachH,phPostGuardH,phGuardDelta,phFinalFieldH,phProxyMoveDist,phRenderMoveDist,phRenderLagAlongSwing,phReprojectMoveR,phProxyMoveRotDeg,phRenderMoveRotDeg,phRenderLagRotDeg,phConfidenceLimit,ltSec,lx,lz,cSec,cPos,cx,cy,cz,1BSafe,tag,cpSec,bTo1Sec,bTo2Sec,bTo3Sec,bToHSec,r1To2Sec,r1To3Sec,r1ToHSec,r2To3Sec,r2ToHSec,r3ToHSec,r1LeaveSec,r2LeaveSec,r3LeaveSec,out1Sec,out1BatterIndex,out1PrevBase,out1Code,out1Ass,out2Sec,out2BatterIndex,out2PrevBase,out2Code,out2Ass,out3Sec,out3BatterIndex,out3PrevBase,out3Code,out3Ass,ball1Sec,ball1Pos,ball2Sec,ball2Pos,ball3Sec,ball3Pos,ballHSec,ballHPos,PitchPPosX,PitchPPosZ,PitchCPosX,PitchCPosZ,Pitch1BPosX,Pitch1BPosZ,Pitch2BPosX,Pitch2BPosZ,Pitch3BPosX,Pitch3BPosZ,PitchSSPosX,PitchSSPosZ,PitchLFPosX,PitchLFPosZ,PitchCFPosX,PitchCFPosZ,PitchRFPosX,PitchRFPosZ,PPosX,PPosY,PThrSpd,CName,CPosX,CPosY,CThrSpd,1BName,1BPosX,1BPosY,1BThrSpd,2BName,2BPosX,2BPosY,2BThrSpd,3BName,3BPosX,3BPosY,3BThrSpd,SSName,SSPosX,SSPosY,SSThrSpd,LFName,LFPosX,LFPosY,LFThrSpd,CFName,CFPosX,CFPosY,CFThrSpd,RFName,RFPosX,RFPosY,RFThrSpd,PGetSec,PGetX,PGetZ,CGetSec,CGetX,CGetZ,1BGetSec,1BGetX,1BGetZ,2BGetSec,2BGetX,2BGetZ,3BGetSec,3BGetX,3BGetZ,SSGetSec,SSGetX,SSGetZ,LFGetSec,LFGetX,LFGetZ,CFGetSec,CFGetX,CFGetZ,RFGetSec,RFGetX,RFGetZ,PThrSec,PThrX,PThrZ,CThrSec,CThrX,CThrZ,1BThrSec,1BThrX,1BThrZ,2BThrSec,2BThrX,2BThrZ,3BThrSec,3BThrX,3BThrZ,SSThrSec,SSThrX,SSThrZ,LFThrSec,LFThrX,LFThrZ,CFThrSec,CFThrX,CFThrZ,RFThrSec,RFThrX,RFThrZ,errPosDelta,result,infieldFly,balk,cPlr,sb2Sec,sb3Sec,sbhSec,ass,remarks
177,,8,0,3,3,1,1,0,0,1,0,255,17,255,71,4151.057,"-라후이-",R,10,66,111,1.323,-0.892,0.37,1.797,0.619,1.541,-36.302,28.989,100,0,0,2,"",-30.252,328.977,6.643,0,0,0,"=","=","=","=","=","=","=","=","=",5,R,"Yaksok~",172.5,89.741,0.328,0,65,W,Y,1,4151.99,140,174,89,82,33,,142,92,-18.278,-21.105,0.245,0.646,-20.424,-0.48,,,,,0,0.21,-314.074,-87.761,-101.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4151.092,0.912,-22.15,4155.702,6,24.913,0.058,-85.362,1,0,,4157.579,4161.994,4167.39,,,,,4156.583,4166.534,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.135,-37.674,-0.03,-17.7,-21.205,-47.523,-16.302,-62.684,20.322,-47.601,2.212,-65.045,42.041,-96.776,0,-109.84,-44.206,-92.582,-0.008,-36.761,,"Kr_Luna",-0.022,-17.725,119,"Fresh825",-20.903,-47.291,,"TaeGeuk_",-15.65,-59.623,,"?fredo?",19.177,-46.211,,"べるちゃそ",7.924,-64.872,,"Azuner",42.452,-96.609,120,"AI",0,-109.84,,"SUGUN",-44.157,-92.523,,4166.742,0.557,-19.268,4165.253,11.774,-11.637,,,,,,,,,,,,,4156.703,25.214,-86.081,,,,,,,,,,4166.14,9.135,-14.021,,,,,,,,,,,,,4159.647,18.31,-67.997,,,,,,,"",2,0,0,"Azuner",4161.994,4156.583,4166.534,56,""
178,,8,0,3,4,0,0,0,0,0,1,255,255,15,72,4190.038,"-라후이-",R,26,82,133,-1.551,-0.183,0.066,1.879,-0.597,1.289,-36.302,31.827,91,9,0,1,"",-58.836,-200,16.112,0,0,1,"=","=","=","=","=","=","=","=","=",3,R,"YukihiroD",174.3,80,0.398,,64,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,4201.132,,,,,,,,,,,,,,,,,,,,,,,,-0.059,-37.745,0.008,-17.547,-21.416,-46.253,-11.587,-60.8,19.134,-45.937,11.04,-64.156,40.537,-94.553,0,-109.84,-45.494,-93.905,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,4195.098,-0.049,-37.489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,4192.532,,0,""
179,,8,0,3,4,1,0,0,0,0,1,255,255,15,73,4201.392,"-라후이-",R,14,67,108,-1.113,-0.65,-0.089,1.937,-1.166,1.677,-36.302,36.483,100,0,0,2,"",375.217,322.413,1.911,0,0,1,"=","=","=","=","=","=","=","=","=",3,R,"YukihiroD",174.3,80,0.398,5,64,W,Y,1,4202.529,255,121,97,85,23,,145,127,25.927,-32.968,-0.211,0.76,-20.646,0.61,0.609,0,0,0,0,0.477,145.241,187.394,92.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4206.855,53.149,-114.912,4207.869,6,49.371,0.545,-113.552,1,0,,4208.194,4212.85,,,,,,,,4213.14,,,4208.035,,,,,,,,,,,,,,,,,,4216.957,3,,,,,-0.046,-37.704,-0.007,-17.527,-21.455,-46.202,-13.981,-60.451,18.685,-45.521,12.693,-63.82,40.756,-94.552,0,-109.84,-41.892,-91.272,0.054,-36.697,,"Kr_Luna",-0.002,-17.54,,"Fresh825",-21.439,-46.193,,"TaeGeuk_",-13.986,-60.446,87,"?fredo?",18.424,-45.155,,"べるちゃそ",12.563,-63.287,,"Azuner",40.864,-94.315,101,"AI",0,-109.84,,"SUGUN",-41.645,-91.118,,4218.317,-2.587,-41.537,,,,,,,4213.106,-0.225,-59.304,,,,,,,4208.904,49.09,-113.361,,,,,,,,,,,,,,,,4217.327,-0.326,-58.376,,,,,,,4209.71,45.203,-111.69,,,,,,,"",2,0,0,"Azuner",4212.85,4206.699,4213.14,168,""
180,,8,0,3,5,0,0,0,0,1,0,255,13,255,74,4233.507,"-라후이-",R,10,75,116,1.499,-0.53,0.398,1.999,0.641,1.729,-36.302,50.84,85,13,2,1,"",0,400,14.868,0.243,-15.926,2,"=","=","=","=","=","=","=","=","=",1,L,"schmoneymikey",190,80,0.347,,64,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,4233.666,,,,,,,,,,,,,,,,,,,,,,,,,0.14,-37.756,0.051,-17.661,-18.938,-47.086,-9.575,-59.161,20.253,-45.914,14.413,-63.515,49.114,-102.442,0,-109.84,-40.437,-88.405,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,4238.027,-0.119,-37.312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",4236.428,,,0,""
181,,8,0,3,5,1,0,0,0,1,0,255,13,255,75,4246.728,"-라후이-",R,27,80,130,-1.708,-0.11,0.175,1.989,-0.752,1.391,-36.302,43.868,88,12,0,2,"",0.922,-145.904,13.451,0,0,2,"=","=","=","=","=","=","=","=","=",1,L,"schmoneymikey",190,80,0.347,3,64,W,Y,1,4247.791,229,138,78,79,0,,145,90,58.874,16.637,-0.316,0.98,-20.437,-0.83,-0.828,0,0,0,0,0.276,221.216,41.889,-218.976,5,0,645754,0.007,0.024,0.024,0.09,-0.828,0,0,6,1,2,0.45,-1.048,-2.791,33.931,58.874,6.92,-6.582,-11.852,2,0,15.221,-1,0,0.559,-0.71,0.429,0,161.595,-11.359,18.405,143.189,18.405,0,0.213,-0.088,0.249,0,27.775,133.884,5,4253.119,-13.86,-68.371,4253.32,3,-13.537,2.522,-67.36,0,0,,,,,,,,,,,,,4249.587,,4254.232,2,,452,0,,,,,,,,,,,,,,,,,,,0.08,-37.811,0.052,-17.639,-19.36,-47.124,-10.066,-61.132,22.472,-48.168,15.062,-62.968,48.604,-102.662,0,-109.84,-44.229,-96.454,0.173,-37.167,,"Kr_Luna",0.059,-17.661,,"Fresh825",-19.056,-46.951,,"TaeGeuk_",-10.065,-61.139,107,"?fredo?",19.772,-45.261,,"べるちゃそ",15.479,-64.842,,"Azuner",48.142,-102.783,,"AI",0,-109.84,,"SUGUN",-44.23,-96.495,,4258.021,0.988,-40.365,,,,,,,4254.24,-13.663,-67.91,,,,,,,,,,,,,,,,,,,,,,,,,4257.045,-5.319,-59.405,,,,,,,,,,,,,,,,"",1,0,0,"TaeGeuk_",4251.559,,,136,""
182,,8,0,3,5,0,0,1,0,1,0,255,13,255,76,4273.827,"-라후이-",R,10,77,117,0.168,-1.781,0.233,1.901,0.001,0.935,-36.302,35.911,92,8,0,1,"",40.444,400,17.775,0.017,-18.815,3,"=","=","=","=","=","=","=","=","=",4,L,"하루（Haru）",190,85,0.397,,64,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,4274.044,,,,,,,,,,,,,,,,,,,,,,,,,0.069,-37.62,0.044,-17.644,-17.903,-46.447,-9.034,-60.977,21.121,-47.954,13.741,-64.006,48.553,-102.419,0,-109.84,-40.202,-99.399,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,4278.372,0.046,-37.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",4277.975,,,0,""
183,,8,0,3,5,1,0,1,0,1,0,255,13,255,77,4285.931,"-라후이-",R,14,68,108,2.454,-1.235,0.286,1.874,0.44,1.296,-36.302,29.818,97,3,0,1,"",340.156,360.512,4.901,0.592,-17.639,3,"=","=","=","=","=","=","=","=","=",4,L,"하루（Haru）",190,85,0.397,,64,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,4288.861,,,,,,,,,,,,,,,,,,,,,,,,,0.099,-37.679,0.049,-17.649,-19.644,-48.697,-11.172,-63.373,20.891,-43.105,14.341,-62.749,48.248,-102.371,0,-109.84,-39.989,-95.535,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,4290.248,0.307,-36.671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",4288.653,,,0,""
184,,8,0,3,5,2,0,1,0,1,0,255,13,255,78,4302.98,"-라후이-",R,26,77,128,0.403,-0.621,0.255,1.851,0.224,1.056,-36.302,36.41,91,9,0,2,"",-38.661,-159.892,6.77,0,0,3,"=","=","=","=","=","=","=","=","=",4,L,"하루（Haru）",190,85,0.397,5,64,W,Y,1,4304.083,173,208,146,90,33,,145,107,10.874,-33.013,0.071,0.76,-20.172,0.92,0.921,0,0,0,0,0.257,92.926,-111.766,21.804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4305.813,36.774,-74.757,4307.265,6,48.036,0.056,-90.788,1,0,,4310.153,,,,,,,4309.122,,,,4303.266,,,,,,,,,,,,,,,,,,,,,,,,,-0.012,-37.718,0.055,-17.639,-19.548,-48.541,-8.398,-62.929,21.839,-47.161,15.144,-63.03,48.494,-101.952,0,-109.84,-40.017,-95.494,0.127,-36.845,,"Kr_Luna",0.048,-17.65,,"Fresh825",-19.556,-48.343,,"TaeGeuk_",-9.177,-65.043,,"?fredo?",19.422,-44.294,86,"べるちゃそ",15.679,-64.976,,"Azuner",48.158,-102.19,120,"AI",0,-109.84,,"SUGUN",-39.975,-95.603,,4316.36,5.257,-40.161,,,,,,,,,,4311.105,20.412,-41.326,,,,4308.262,48.164,-91.438,,,,,,,,,,,,,,,,,,,4315.494,16.054,-40.708,,,,4308.96,45.701,-88.049,,,,,,,"",2,0,0,"Azuner",,4309.122,,44,""
185,,8,0,3,5,0,0,1,1,0,1,14,255,13,79,4328.079,"-라후이-",R,10,62,107,0.145,-1.113,0.297,1.78,0.185,1.431,-36.302,18.067,94,6,0,1,"",-71.346,400,5.039,-0.052,-17.347,4,"=","=","=","=","=","=","=","=","=",0,R,"Yes_Man_",190,85.251,0.499,,64,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,4343.979,,,,,,,,,,,,,,,,,,,,,,,,,,0.131,-37.585,-0.021,-17.381,-18.765,-40.45,-10.811,-60.456,20.513,-45.777,10.307,-65.954,42.743,-96.337,0,-109.84,-44.608,-90.377,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,4334.271,-0.155,-37.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,4330.558,,0,""
186,,8,0,3,5,1,0,1,1,0,1,14,255,13,80,4344.393,"-라후이-",R,27,76,127,0.519,-0.026,0.291,1.883,0.313,1.445,-36.302,34.723,90,10,0,0,"",-65.244,-145.042,12.79,0,0,4,"=","=","=","=","=","=","=","=","=",0,R,"Yes_Man_",190,85.251,0.499,,64,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,4365.14,,,,,,4355.985,,4344.484,,,,,,,,,,,,,,,,,,,,,,,,0.121,-37.677,-0.02,-17.372,-19.75,-41.202,-10.488,-61.344,20.303,-44.068,10.964,-65.023,43.067,-96.623,0,-109.84,-44.925,-90.209,,,105,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,4349.047,0.042,-37.554,,,,,,,,,,,,,,,,,,,,,,,,,4363.158,7.042,-36.102,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",4365.14,4347.165,,0,""
187,,8,0,3,5,1,1,1,0,1,1,255,14,13,81,4404.887,"-라후이-",R,27,85,138,-1.887,-0.933,0.028,1.677,-0.739,0.906,-36.302,19.055,92,8,0,4,"",-63.634,-128.864,17.365,0,0,4,"=","=","=","=","=","=","=","=","=",0,R,"Yes_Man_",190,85.251,0.499,,80,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,4416.289,4412.757,,,,,,,,,,,,,,,,,,,,,,,,0.013,-38.134,0.019,-17.761,-20.864,-45.796,-10.991,-59.344,19.407,-44.422,1.064,-62.622,43.749,-95.273,0,-109.84,-44.007,-94.734,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,4409.44,-0.296,-37.433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",4408.359,4407.353,,0,""
188,,8,0,3,5,1,2,1,0,1,1,255,14,13,82,4416.348,"-라후이-",R,13,57,101,2.414,0.844,0.495,2.01,1.562,2.711,-36.302,62.588,100,0,0,1,"",-263.936,400,6.352,0,0,4,"=","=","=","=","=","=","=","=","=",0,R,"Yes_Man_",190,85.251,0.499,,80,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,4467.995,4417.226,,,,,,,,,,,,,,,,,,,,,,,,0.104,-38.07,0.017,-17.752,-20.833,-45.742,-14.05,-61.234,21.576,-45.133,1.885,-65.594,43.889,-95.896,0,-109.84,-43.841,-94.698,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,4421.103,-0.065,-37.443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",4419.495,4418.674,,0,""
189,,8,0,3,5,2,2,1,0,1,1,255,14,13,83,4468.2,"-라후이-",R,14,80,117,0.219,-0.243,0.05,1.806,-0.796,1.237,-36.302,26.102,93,7,0,2,"",357.807,349.248,25.558,0,0,4,"=","=","=","=","=","=","=","=","=",0,R,"Yes_Man_",190,85.251,0.499,3,80,W,Y,1,4469.391,205,179,144,105,59,,145,105,-21.756,25.471,-0.141,0.375,-20.319,-0.12,-0.119,0,0,0,0,0.415,-346.602,133.416,-125.067,3,0,53371,0.011,0.006,0.013,0,-0.119,3.244,0,30,0.684,2,2.124,0.724,-4.352,29.991,-21.756,10.485,7.169,-31.051,1,33.548,29.362,0,0.875,0.2,0.363,0.91,0,24.088,-9.772,24.088,0,24.088,0.204,0.204,0,1.666,21.828,21.828,0,1,4468.362,-0.48,-21.03,4472.126,8,-27.639,0.056,-81.623,1,0,,4475.423,,,,,,,4473.983,,4474.347,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038,-38.009,-0.176,-17.496,-20.835,-45.678,-13.749,-61.268,21.395,-46.066,6.541,-66.966,43.448,-95.922,0,-109.84,-42.535,-92.715,0.073,-36.618,,"Kr_Luna",-0.168,-17.453,,"Fresh825",-20.637,-45.476,120,"TaeGeuk_",-13.75,-61.267,,"?fredo?",19.251,-46.219,86,"べるちゃそ",10.168,-65.338,,"Azuner",43.839,-95.73,,"AI",0,-109.84,,"SUGUN",-42.577,-92.715,,4485.766,2.532,-38.081,,,,4476.308,-21.609,-43.469,,,,4479.298,19.229,-39.715,,,,,,,,,,4473.09,-28.356,-82.413,,,,,,,4477.883,-14.209,-41.967,,,,4484.747,16.789,-40.398,,,,,,,,,,,,,"",2,0,0,"SUGUN",,4473.983,4474.347,78,""
190,,8,0,3,6,0,0,1,1,0,1,10,255,14,84,4499.714,"-라후이-",R,14,59,102,1.942,0.216,0.213,2.039,0.214,2.248,-36.302,51.311,100,0,0,2,"",320.442,361.356,-17.281,0,0,5,"=","=","=","=","=","=","=","=","=",8,L,"NABIMan",190,84.87,0.48,3,64,W,Y,1,4500.824,255,136,49,136,99,,136,86,-38.358,-15.979,0.374,1.052,-20.078,-0.75,-0.749,0,0,0,0,0.278,-16.143,210.638,50.886,3,0,121467,0.011,0.026,0.037,0.046,-0.749,2.431,0,48,0.019,2,2.177,0.839,-3.213,26.059,-38.358,-41.9,39.753,-78.648,1,97.577,34.363,57.139,0.352,-0.868,0.308,0.389,0,-162.177,11.955,-17.823,144.354,-17.823,0.048,0.288,-0.033,11.172,125.863,59.778,125.863,1,4500.001,0.715,-21.274,4502.758,5,10.876,0.14,-57.89,1,0,,4506.515,,,,4507.565,,,,,4506.173,4502.294,,4499.912,4506.126,4,1,164,1,,,,,,,,,,,,,,,,,,,0.12,-38.076,0.01,-17.657,-19.03,-40.159,-16.99,-63.519,20.26,-45.891,13.032,-64.559,49.46,-101.864,0,-109.84,-43.966,-95.898,0.067,-36.575,,"Kr_Luna",0.011,-17.659,,"Fresh825",-18.769,-40.202,57,"TaeGeuk_",-16.081,-63.802,109,"?fredo?",20.194,-45.931,,"べるちゃそ",13.144,-64.848,65,"Azuner",49.528,-101.836,,"AI",0,-109.84,,"SUGUN",-43.802,-95.956,,4514.131,-0.815,-37.543,,,,4507.562,-18.631,-40.15,4505.545,0.396,-58.79,,,,4503.794,10.925,-58.283,,,,,,,,,,,,,,,,4512.712,-18.002,-40.012,4506.443,-1.349,-57.898,,,,4505.051,5.368,-58.747,,,,,,,,,,"",2,0,0,"べるちゃそ",4507.565,,4506.173,139,""
191,,8,0,3,7,0,0,2,1,0,0,18,255,255,85,4529.793,"-라후이-",R,10,51,99,-1.381,-1.271,0.21,1.937,-0.607,1.348,-36.302,39.42,100,0,0,4,"",0,369.854,2.354,-0.328,-17.973,6,"=","=","=","=","=","=","=","=","=",6,R,"kneesohime",190,85,0.497,,64,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,4540.56,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,-38.025,0.026,-17.674,-18.465,-39.976,-17.297,-60.425,22.622,-48.143,10.963,-64.784,47.064,-98.953,0,-109.84,-44.969,-96.557,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,4534.215,0.03,-37.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
192,,8,0,3,7,0,1,2,1,0,0,18,255,255,86,4541.745,"-라후이-",R,26,84,136,0.798,-0.716,0.294,1.71,0.518,0.998,-36.302,25.065,93,7,0,0,"",-132.124,-177.703,12.659,0,0,6,"=","=","=","=","=","=","=","=","=",6,R,"kneesohime",190,85,0.497,,64,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,4556.822,,,,,,,,,,,,,,,,,,,,,,,,,,0.134,-38.113,0.028,-17.683,-18.548,-40.386,-16.309,-60.526,21.993,-44.403,10.945,-64.732,47.109,-99.021,0,-109.84,-46.486,-97.231,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,4546.561,0.136,-36.897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
193,,8,0,3,7,0,2,2,1,0,0,18,255,255,87,4556.844,"-라후이-",R,10,48,97,-1.777,-0.826,0.11,1.874,-0.777,1.697,-36.302,34.078,100,0,0,1,"",0,400,-0.989,-0.42,-17.131,6,"=","=","=","=","=","=","=","=","=",6,R,"kneesohime",190,85,0.497,,64,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,32,,,,,,,,,,,,4567.284,,,4590.398,5,1,276,27,,,,,,,,,,,,,,,,,,,-0.021,-37.489,0.03,-17.695,-18.364,-39.806,-14.476,-61.832,19.759,-44.151,11.126,-64.216,47.098,-98.883,0,-109.84,-46.433,-97.166,,,107,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,4567.875,-0.953,-38.602,,,,,,,,,,,,,,,,,,,,,,,,,4576.512,-1.764,-38.224,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
194,SIDE,8,0,3,7,1,2,2,0,0,0,255,255,255,,4593.453,,,,,,,,,,,,,,,,,,,,,,,,6,"=","=","=","=","=","=","=","=","=",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
195,,9,1,3,7,0,0,0,0,0,0,255,255,255,89,4632.087,"Yes_Man_",R,33,81,132,0.359,0.591,0.782,1.737,-0.086,1.936,-36.737,46.44,0,100,0,0,"",144.513,-43.522,5.744,0,0,4,"べるちゃそ","Fresh825","?fredo?","-라후이-","Kr_Luna","Azuner","SUGUN","TaeGeuk_","",1,L,"Kr_Luna",190,95.432,0.498,,64,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,-37.975,0.027,-17.543,-19.791,-44.535,-7.336,-60.145,20.815,-48.217,17.688,-62.171,52.469,-97.336,-0.284,-111.949,-37.429,-88.754,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
196,,9,1,3,7,0,1,0,0,0,0,255,255,255,90,4649.976,"Yes_Man_",R,3,74,118,-3.765,-0.244,0.556,1.59,-1.133,1.458,-36.737,22.903,0,100,0,1,"",-303.12,0,7.523,-1.771,-11.675,4,"=","=","=","=","=","=","=","=","",1,L,"Kr_Luna",190,95.432,0.498,,64,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.161,-37.896,-0.009,-17.607,-19.185,-44.288,-9.161,-64.462,20.888,-46.434,17.404,-62.16,52.499,-97.294,-1.605,-117.011,-39.265,-92.191,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
