id,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,spdK,zoneX,zoneY,call,sH,sV,plx,plz,bSwing,bIdx,bPos,bZone,bName,bHCm,bFps,hSec,rotS,shS,lgS,batSpd,ev,ldeg,sdeg,hPos,hMoveX,hMoveY,PPosX,PPosY,CPosX,CPosY,1BPosX,1BPosY,2BPosX,2BPosY,3BPosX,3BPosY,SSPosX,SSPosY,LFPosX,LFPosY,CFPosX,CFPosY,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,tag,result
69,4,1,3,1,0,0,0,0,0,0,255,255,255,32,2625.648,CAT tourniquet,L,0,120,4.851,-2.348,3,22.256,0,0.803,-22.554,0,4,4,R,_이누_,190,70,0,0,0,0,0,0,0,0,0,0,0,0.05,-37.522,0.135,-17.425,-20.854,-45.484,-12.755,-60.481,23.753,-54.212,11.406,-59.811,38.865,-92.864,-7.274,-103.915,-42.772,-89.986,0,0,0,0,0,,0,0,0,0,6
70,4,1,3,1,2,0,0,0,0,0,255,255,255,33,2672.239,CAT tourniquet,L,0,125,0.801,0.461,0,-111.956,-3.411,0,0,0,4,4,R,_이누_,190,70,0,0,0,0,0,0,0,0,0,0,0,0.09,-37.449,0.092,-17.215,-22.026,-46.79,-12.496,-61.863,24.307,-53.214,11.611,-60.269,39.283,-94.327,-7.058,-103.977,-44.316,-98.331,0,0,0,0,0,,0,0,0,0,0
71,4,1,3,1,2,1,0,0,0,0,255,255,255,34,2691.864,CAT tourniquet,L,0,134,2.85,0.152,1,-133.644,-56.388,0,0,0,4,4,R,_이누_,190,70,0,0,0,0,0,0,0,0,0,0,0,0.063,-37.388,0.178,-17.215,-21.803,-46.956,-12.488,-61.95,23.239,-53.868,12.03,-60.679,39,-94.382,-7.207,-104.109,-46.341,-98.883,0,0,0,0,0,,0,0,0,0,0
72,4,1,3,1,3,1,0,0,0,0,255,255,255,35,2714.411,CAT tourniquet,L,0,108,0.51,0.535,2,-28.188,-0.664,0,0,1,4,4,R,_이누_,190,70,2715.505,108,117,14,132,67,35.128,46.872,-0.922,0.002,-0.084,0.278,-37.19,-0.001,-17.182,-21.745,-46.318,-12.662,-61.87,21.723,-53.773,12.021,-60.658,38.256,-94.202,-7.259,-104.101,-46.36,-94.989,0,0,0,2718.418,2,-Alta-,-30.8,-47.057,0,0,1
73,4,1,3,1,0,0,1,0,0,0,255,255,255,36,2742.565,CAT tourniquet,L,3,113,3.123,0.154,1,397.86,0,1.696,-11.503,0,5,3,L,IllilliIIIIllil,174.5,55,0,0,0,0,0,0,0,0,0,0,0,0.095,-37.479,0.134,-17.363,-20.714,-46.24,-9.931,-64.418,23.324,-52.591,13.987,-61.975,46.095,-91.759,19.477,-108.946,-44.34,-94.494,0,0,0,0,0,,0,0,0,0,0
74,4,1,3,1,1,0,1,0,0,0,255,255,255,37,2770.045,CAT tourniquet,L,0,113,1.549,0.837,2,-85.226,3.669,0,0,1,5,3,L,IllilliIIIIllil,174.5,55,2771.156,122,202,79,153,113,9.055,-14.826,0.893,-0.056,-0.002,0.262,-37.242,0.06,-17.567,-21.761,-46.948,-9.976,-64.353,23.071,-54.222,13.92,-62.03,45.385,-88.492,14.36,-110.006,-44.454,-95.08,0,0,0,2772.608,5,Yaksok~,13.751,-61.811,0,0,1
75,4,1,3,1,0,0,2,0,0,0,255,255,255,38,2803.608,CAT tourniquet,L,0,89,-0.43,0.685,0,7.015,3.265,0,0,0,6,5,R,_앰프_,170.6,55,0,0,0,0,0,0,0,0,0,0,0,0.101,-37.499,0.119,-17.605,-22.442,-47.466,-15.979,-61.757,22.065,-53.437,13.283,-60.621,36.342,-88.379,-17.357,-101.894,-46.123,-99.001,0,0,0,0,0,,0,0,0,0,0
76,4,1,3,1,0,1,2,0,0,0,255,255,255,39,2821.764,CAT tourniquet,L,0,119,0.226,0.21,2,-112.772,27.188,0,0,1,6,5,R,_앰프_,170.6,55,2822.928,104,115,47,136,63,36.979,33.532,-1,-0.093,-0.085,0.112,-37.171,0.182,-17.613,-22.508,-47.603,-15.855,-61.837,22.355,-52.858,13.86,-60.238,36.358,-88.359,-4.531,-107.94,-45.854,-98.283,0,0,0,2826.481,2,-Alta-,-22.31,-54.891,0,0,1
77,4,0,3,1,0,0,0,0,0,0,255,255,255,36,2867.746,D_arling,R,0,95,-0.029,-0.302,0,0,48.261,0,0,1,2,2,L,-Alta-,190,54,0,0,0,0,0,0,0,0,0,0,0,-0.091,-37.191,-0.017,-17.264,-23.589,-49.241,-12.865,-64.54,22.67,-48.065,13.739,-61.28,37.107,-86.181,3.591,-110.934,-37.786,-85.714,0,0,0,0,0,,0,0,0,0,0
78,4,0,3,1,0,1,0,0,0,0,255,255,255,37,2884.687,D_arling,R,1,84,1.531,-0.738,4,0,0,0,0,1,2,2,L,-Alta-,190,54,0,0,0,0,0,0,0,0,0,0,0,0.063,-37.108,0.065,-17.258,-23.342,-48.846,-12.849,-64.568,22.697,-47.8,13.691,-61.266,37.156,-86.274,3.009,-106.089,-39.27,-87.949,0,0,0,0,0,,0,0,0,0,0
