id,inn,half,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pType,spdK,zoneX,zoneY,call,sH,sV,plx,plz,bSwing,bIdx,bPos,bName,bHCm,bFps,hSec,rotS,shS,lgS,batSpd,ev,ldeg,sdeg,hPos,PPosX,PPosY,CPosX,CPosY,1BPosX,1BPosY,2BPosX,2BPosY,3BPosX,3BPosY,SSPosX,SSPosY,LFPosX,LFPosY,CFPosX,CFPosY,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,result,scoreA,scoreB,hMoveX,hMoveY,tag
39,4,1,0,0,2,0,0,0,255,255,255,21,1327.564,_Chun,0,131,1.308,0.784,2,-38.734,-51.668,0,0,1,4,5,TaeGeuk_,177.3,51,1328.428,64,17,0,1,40,-84.567,82.79,0.892,0.402,-36.682,0.139,-17.016,-22.651,-51.125,-12.386,-64.468,22.462,-48.752,10.554,-66.354,35.7,-81.8,0,-100.6,-47.272,-86.77,1326.552,-0.464,-18.404,0,0,,0,0,0,3,1,0,-0.045,-0.004,0
40,4,1,0,0,2,0,0,0,255,255,255,22,1378.384,_Chun,3,117,1.036,0.73,2,435.776,0,0,0,1,4,0,Pugeuk,160,51,1379.42,105,129,36,157,61,0.383,33.46,-0.845,0.605,-36.864,0.316,-17.277,-21.387,-47.765,-12.328,-64.357,21.892,-47.674,8.871,-66.142,35.7,-81.8,0,-100.6,-48.216,-86.8,1378.127,-6.959,-30.267,1379.71,2,눈꽃,-15.234,-44.168,0,2,1,0,-0.035,-0.135,0
41,4,0,0,0,0,0,0,0,255,255,255,17,1428.902,Pugeuk,14,109,2.181,-1.834,2,231.912,394.347,0,0,1,1,1,-라후이-,180,51,1429.747,111,171,46,166,130,-53.233,-45.299,0.554,-0.115,-37.321,0.045,-16.893,-19.466,-45.217,-9.198,-63.921,19.561,-48.474,15.043,-59.661,32.466,-86.265,-9.361,-117.765,-37.965,-86.114,1427.752,0.593,-20.199,0,0,,0,0,0,3,1,0,-0.016,-0.123,0
42,4,0,0,1,0,0,0,0,255,255,255,18,1449.203,Pugeuk,0,114,-1.092,0.127,2,0,0,0,0,1,1,1,-라후이-,180,76,1450.008,117,154,25,163,111,-9.129,26.308,0.926,-0.304,-37.328,-0.006,-17.329,-20.212,-46.404,-11.175,-64.506,21.316,-50.061,17.527,-60.438,39.329,-86.359,-8.719,-116.755,-45.222,-93.317,1448.219,-2.911,-26.227,1451.385,8,Multeinn,-33.669,-86.771,1,2,1,0,-0.09,-0.155,0
43,4,0,0,0,0,1,0,0,10,255,255,19,1479.512,Pugeuk,10,110,0.68,-0.673,2,0,400,0,0,1,2,4,encounter v,190,51,1480.631,94,203,3,158,92,-78.421,58.185,0.973,-0.147,-37.414,0.075,-17.18,-19.093,-42.03,-9.938,-59.357,19.568,-51.834,12.18,-59.125,37.546,-91.1,2.791,-110.581,-45.294,-84.816,1478.685,-0.124,-21.118,1482.085,2,Oort__Cloud,-19.387,-32.869,0,3,1,0,-0.063,-0.126,2
44,4,0,0,1,1,0,0,0,255,255,255,20,1535.883,Pugeuk,3,91,0.709,-0.309,0,-344.871,0,-0.274,-17.668,0,2,4,encounter v,190,52,0,0,0,0,0,0,0,0,0,0.213,-37.925,0.03,-17.2,-19.926,-45.622,-10.748,-61.313,18.287,-49.423,10.856,-54.241,48.233,-92.897,4.934,-114.625,-37.884,-81.612,0,0,0,0,0,,0,0,0,0,1,0,0,0,0
45,4,0,0,2,1,0,0,0,255,255,255,21,1552.453,Pugeuk,8,100,0.313,-0.035,2,93.699,15.359,0,0,1,2,4,encounter v,190,52,1553.625,96,184,0,157,98,23.947,-37.533,-0.052,0.037,-37.572,0.024,-17.209,-19.655,-45.534,-10.729,-61.252,18.252,-49.431,12.124,-61.024,42.065,-85.959,-5.056,-115.012,-38.118,-82.551,0,0,0,1555.452,6,CAT tourniquet,32.806,-82.757,0,1,1,0,-0.05,-0.108,0
46,4,0,0,0,2,0,0,0,255,255,255,22,1591.434,Pugeuk,3,94,-2.493,-0.051,4,-388.586,0,0,0,1,3,5,Slaris,174.6,52,0,0,0,0,0,0,0,0,0,-0.098,-37.771,-0.26,-17.163,-20.1,-45.946,-10.052,-65.558,18.359,-49.488,13.042,-58.362,39.614,-91.612,-5.031,-105.84,-35.67,-81.134,0,0,0,0,0,,0,0,0,0,1,0,0,0,0
47,4,0,0,1,2,0,0,0,255,255,255,23,1614.528,Pugeuk,10,115,0.657,-2.183,1,0,400,0.128,-19.172,0,3,5,Slaris,174.6,52,0,0,0,0,0,0,0,0,0,0.021,-37.893,0.117,-17.191,-20.255,-46.128,-10.168,-64.924,18.174,-49.679,9.694,-59.457,39.426,-91.369,10.728,-101.144,-35.873,-83.221,0,0,0,0,0,,0,0,0,0,1,0,0,0,8
48,4,0,1,1,2,0,0,0,255,255,255,24,1633.565,Pugeuk,10,94,0.048,-0.858,0,95.376,292.412,0.148,-17.358,1,3,5,Slaris,174.6,52,0,0,0,0,0,0,0,0,0,-0.003,-38.069,0.14,-17.134,-20.088,-45.448,-10.014,-64.705,18.366,-49.535,10.805,-63.294,39.441,-91.383,7.113,-101.79,-35.918,-83.025,0,0,0,0,0,,0,0,0,0,1,0,0,0,0
