id,type,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,pPow,spdK,zoneX,zoneY,startX,startY,targetX,targetY,zDist,pitchAngle,pOver,pSide,pUnder,call,manual,sH,sV,gyro,plx,plz,bIdx,order1Name,order2Name,order3Name,order4Name,order5Name,order6Name,order7Name,order8Name,order9Name,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,bOS,bVR,bSwing,hSec,rotS,rotL,shS,lgS,prepS,gripPen,batSpd,ev,ldeg,sdeg,launchPosX,launchPosY,launchPosZ,hPos,buntGrip,handDist,angVeloX,angVeloY,angVeloZ,spinValid,spinControlled,spinFallbackLegacy,spinLegacyMag,spinTargetMag,spinVOffset,spinHOffset,spinContactStrength,spinContactX,spinContactY,spinContactZ,spinSpeedStrength,spinBatDirMag,spinTangentMag,spinHitSpeedKmh,spinAppliedMag,phValid,phSource,phColMode,phFlags,phDt,phFixedDt,phTargetAge,phInstFps,phRawCpX,phRawCpY,phRawCpZ,phRawHPos,phRawNX,phRawNY,phRawNZ,phNDeltaDeg,phCpX,phCpY,phCpZ,phHPosAdj,phNX,phNY,phNZ,phNVDeg,phBallVX,phBallVY,phBallVZ,phBallSpd,phProxyPVX,phProxyPVY,phProxyPVZ,phProxyPSpd,phRenderPVX,phRenderPVY,phRenderPVZ,phRenderPSpd,phLastDX,phLastDY,phLastDZ,phBatSpd,phLagX,phLagY,phLagZ,phLagRotDeg,phProxyMoveX,phProxyMoveY,phProxyMoveZ,phProxyMoveRotDeg,phRenderMoveX,phRenderMoveY,phRenderMoveZ,phRenderMoveRotDeg,phBallMoveX,phBallMoveY,phBallMoveZ,phBallMoveSpd,phRawDirX,phRawDirY,phRawDirZ,phRawDirH,phProxyDirX,phProxyDirY,phProxyDirZ,phProxyDirH,phRenderDirX,phRenderDirY,phRenderDirZ,phRenderDirH,phProxyGeoX,phProxyGeoY,phProxyGeoZ,phProxyGeoH,phRenderGeoX,phRenderGeoY,phRenderGeoZ,phRenderGeoH,phFinalDirX,phFinalDirY,phFinalDirZ,phFinalDirH,phSweepSteps,phSweepT,phProxyMoveDist,phRenderMoveDist,phRawProxyPVX,phRawProxyPVY,phRawProxyPVZ,phRawProxyPSpd,phRawRenderPVX,phRawRenderPVY,phRawRenderPVZ,phRawRenderPSpd,phLegacyDirX,phLegacyDirY,phLegacyDirZ,phLegacyDirH,phRawRelVX,phRawRelVY,phRawRelVZ,phRawRelSpd,phImpulseX,phImpulseY,phImpulseZ,phImpulseMag,phProxyRbVX,phProxyRbVY,phProxyRbVZ,phProxyRbSpd,phProxyRbAVX,phProxyRbAVY,phProxyRbAVZ,phProxyRbAVMag,phSeparation,phContactCount,phCpDelta,phHPosDelta,ltSec,lx,lz,cSec,cPos,cx,cy,cz,1BSafe,tag,cpSec,bTo1Sec,bTo2Sec,bTo3Sec,bToHSec,r1To2Sec,r1To3Sec,r1ToHSec,r2To3Sec,r2ToHSec,r3ToHSec,r1LeaveSec,r2LeaveSec,r3LeaveSec,out1Sec,out1BatterIndex,out1PrevBase,out1Code,out1Ass,out2Sec,out2BatterIndex,out2PrevBase,out2Code,out2Ass,out3Sec,out3BatterIndex,out3PrevBase,out3Code,out3Ass,ball1Sec,ball1Pos,ball2Sec,ball2Pos,ball3Sec,ball3Pos,ballHSec,ballHPos,PitchPPosX,PitchPPosZ,PitchCPosX,PitchCPosZ,Pitch1BPosX,Pitch1BPosZ,Pitch2BPosX,Pitch2BPosZ,Pitch3BPosX,Pitch3BPosZ,PitchSSPosX,PitchSSPosZ,PitchLFPosX,PitchLFPosZ,PitchCFPosX,PitchCFPosZ,PitchRFPosX,PitchRFPosZ,PPosX,PPosY,PThrSpd,CName,CPosX,CPosY,CThrSpd,1BName,1BPosX,1BPosY,1BThrSpd,2BName,2BPosX,2BPosY,2BThrSpd,3BName,3BPosX,3BPosY,3BThrSpd,SSName,SSPosX,SSPosY,SSThrSpd,LFName,LFPosX,LFPosY,LFThrSpd,CFName,CFPosX,CFPosY,CFThrSpd,RFName,RFPosX,RFPosY,RFThrSpd,PGetSec,PGetX,PGetZ,CGetSec,CGetX,CGetZ,1BGetSec,1BGetX,1BGetZ,2BGetSec,2BGetX,2BGetZ,3BGetSec,3BGetX,3BGetZ,SSGetSec,SSGetX,SSGetZ,LFGetSec,LFGetX,LFGetZ,CFGetSec,CFGetX,CFGetZ,RFGetSec,RFGetX,RFGetZ,PThrSec,PThrX,PThrZ,CThrSec,CThrX,CThrZ,1BThrSec,1BThrX,1BThrZ,2BThrSec,2BThrX,2BThrZ,3BThrSec,3BThrX,3BThrZ,SSThrSec,SSThrX,SSThrZ,LFThrSec,LFThrX,LFThrZ,CFThrSec,CFThrX,CFThrZ,RFThrSec,RFThrX,RFThrZ,errPosDelta,result,balk,cPlr,sb2Sec,sb3Sec,sbhSec,ass,remarks
59,,4,1,0,0,0,1,0,0,0,0,255,255,255,28,1607.257,"가앤슬_",L,10,79,107,2.577,-2.121,-0.291,1.465,1.129,0.838,-36.439,8.758,43,57,0,4,"",0,400,-31.734,0.517,-19.591,2,"=","=","=","=","=","=","=","=","",3,L,"HOGGYS 호기스",190,87.075,0.35,,75,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.228,-37.647,-0.044,-16.938,-19.515,-44.227,-11.905,-65.557,22.996,-49.831,14.523,-64.336,41.723,-87.981,-0.115,-110.237,-41.912,-98.764,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
60,,4,1,0,0,0,2,0,0,0,0,255,255,255,29,1622.377,"가앤슬_",L,10,86,112,-0.315,-1.414,-0.511,1.432,-0.122,1.23,-36.439,11.656,53,47,0,1,"",0,400,-20.036,0,0,2,"=","=","=","=","=","=","=","=","",3,L,"HOGGYS 호기스",190,87.075,0.35,,75,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.101,-37.954,-0.016,-17.088,-19.106,-44.001,-11.934,-65.589,23.076,-49.897,14.437,-64.129,41.739,-87.986,-0.01,-110.264,-43.842,-98.213,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
61,,4,1,0,0,1,2,0,0,0,0,255,255,255,30,1636.044,"가앤슬_",L,26,82,134,-1.008,0.775,-0.597,1.853,-0.221,1.93,-36.439,35.367,85,15,0,0,"",-141.68,-179.719,-4.324,0,0,2,"=","=","=","=","=","=","=","=","",3,L,"HOGGYS 호기스",190,87.075,0.35,,75,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,1638.82,2,,578,0,,,,,,,,,,,,,,,,,,,-0.055,-37.893,-0.026,-17.054,-20.261,-45.557,-12.194,-65.628,23.236,-49.701,14.576,-64.456,41.729,-87.973,0.366,-110.24,-41.404,-101.427,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
62,,4,1,0,0,0,0,1,0,0,0,255,255,255,31,1656.486,"가앤슬_",L,14,64,94,1.256,-0.307,-0.225,1.662,1.163,1.914,-36.439,22.578,70,30,0,2,"",-324.201,325.681,-7.214,0,0,3,"=","=","=","=","=","=","=","=","",6,R,"ddil_ddil69",176.4,89.974,0.546,0,74,W,Y,1,1657.814,206,42,55,44,22,,136,87,38.592,22.533,0.232,0.928,-21.025,-0.63,0,0.387,-243.503,181.684,251.784,1,1,1,394.586,0,0.004,-0.016,0,0.018,-0.034,0.042,0.443,1,0.652,87.575,394.586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1662.134,-27.922,-80.164,1667.884,8,-40.903,0.059,-101.151,1,0,,1663.356,1667.921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.227,-37.755,-0.028,-17.016,-19.469,-45.107,-13.702,-64.725,22.585,-50.297,9.467,-66.494,41.739,-87.988,0.774,-110.79,-44.026,-98.896,-0.03,-37.677,,"임 재 천",-0.036,-17.043,,"encounter v",-18.297,-44.067,92,"ke ro",-14.075,-66.222,,"_Gosomi",22.607,-50.25,,"「론구」",9.618,-66.284,,"Kr_Luna",41.738,-87.986,,"IbikiKai_JP",0.755,-110.786,96,"하루（Haru）",-44.256,-99.213,,1674.974,-0.9,-38.6,,,,1671.95,-21.956,-45.602,,,,,,,,,,,,,1668.199,-40.574,-101.734,1668.086,-40.414,-100.779,,,,,,,1674.089,-13.129,-44.804,,,,,,,,,,,,,1669.329,-41.694,-93.799,,,,"",2,0,"하루（Haru）",1667.921,,,417,""
63,,4,1,0,0,0,0,1,0,1,0,255,6,255,32,1691.728,"가앤슬_",L,6,65,95,-0.658,-0.411,-0.418,1.589,0.564,1.739,-36.439,26.928,61,39,0,0,"",-381.543,234.146,-12.808,0,0,4,"=","=","=","=","=","=","=","=","",2,R,"HANA_ARASHI",190,88,0.25,,74,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1703.208,,,,,,,,,,,,,,,,,,,,,,,,,0.138,-37.903,-0.022,-17.028,-18.406,-43.477,-15.317,-62.913,21.726,-49.199,3.735,-63.37,38.994,-85.909,1.187,-112.452,-46.479,-103.439,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,1696.138,-0.133,-37.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",1704.711,,,0,""
64,,4,1,0,0,0,1,1,0,1,0,255,6,255,33,1710.619,"가앤슬_",L,2,76,102,2.168,0.603,-0.49,1.551,0.341,1.656,-36.439,34.305,37,63,0,2,"",362.039,-312.348,87.087,0,0,4,"=","=","=","=","=","=","=","=","",2,R,"HANA_ARASHI",190,88,0.25,5,74,W,Y,1,1711.855,147,93,123,47,29,,145,93,62.609,78,0.48,1.216,-19.808,-0.74,0,0.529,27.768,24.485,-52.405,1,1,0,600,64.163,-0.213,-0.326,0.366,0.017,-0.052,-0.015,0.488,1,0.993,93.386,64.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717.8,-46.5,-29.336,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,-37.851,-0.026,-17.04,-18.35,-43.419,-15.18,-63.814,20.171,-48.661,1.006,-62.595,38.994,-85.908,1.245,-112.397,-45.927,-103.504,-0.472,-37.646,,"임 재 천",-0.053,-17.079,,"encounter v",-18.217,-43.243,,"ke ro",-15.573,-64.72,,"_Gosomi",20.346,-47.594,,"「론구」",6.413,-62.832,,"Kr_Luna",39.006,-85.908,,"IbikiKai_JP",1.246,-112.389,,"하루（Haru）",-45.912,-103.521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,"",1717.121,,,0,""
65,,4,1,0,0,0,2,1,0,1,0,255,6,255,34,1735.851,"가앤슬_",L,14,71,110,-0.377,-1.021,-0.486,1.472,0.529,1.401,-36.439,24.625,62,38,0,4,"",-374.85,330.889,-7.923,-0.147,-16.496,4,"=","=","=","=","=","=","=","=","",2,R,"HANA_ARASHI",190,88,0.25,,74,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,,,,,,,,,1747.053,,,,1740.388,,1746.307,4,,275,4,,,,,,,,,,,,,,,,,,,0.158,-37.911,-0.02,-17.041,-18.838,-43.998,-16.607,-62.93,20.637,-48.959,3.966,-62.58,33.385,-89.225,-0.646,-111.171,-47.985,-102.768,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,1747.053,,0,""
66,,4,1,0,0,0,0,2,0,0,1,255,255,6,35,1769.305,"가앤슬_",L,14,74,112,0.335,-0.475,-0.424,1.574,0.819,1.733,-36.439,12.85,55,45,0,2,"",-373.295,332.643,-11.99,0,0,5,"=","=","=","=","=","=","=","=","",4,R,"인생최패망자",190,90,0.35,5,74,W,Y,1,1770.539,137,127,144,124,76,,143,93,-1.766,14.568,0.061,0.808,-20.165,-0.69,0,0.29,235.77,206.904,-85.378,1,1,1,325.094,0,-0.002,-0.069,0,0.018,0.002,0.054,0.486,1,0.537,93.18,325.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770.7,-2.935,-31.428,1772.65,3,-10.696,0.059,-61.701,0,0,,,,,,,,,,,1776.306,,,1771.399,1775.504,5,,147,2,,,,,,,,,,,,,,,,,,,0.071,-38.332,-0.037,-16.962,-20.004,-45.225,-16.037,-63.14,21.353,-49.082,9.517,-66.39,32.593,-90.487,0.363,-111.388,-46.499,-99.587,-0.423,-36.968,,"임 재 천",-0.069,-16.97,,"encounter v",-19.858,-45.04,,"ke ro",-16.006,-63.075,103,"_Gosomi",22.404,-50.411,,"「론구」",9.546,-66.358,,"Kr_Luna",29.886,-92.075,,"IbikiKai_JP",0.326,-111.405,,"하루（Haru）",-46.56,-99.57,,,,,,,,1774.829,-18.904,-40.433,1772.959,-11.275,-62.279,,,,,,,,,,,,,,,,,,,,,,,,,1773.933,-12.194,-57.608,,,,,,,,,,,,,,,,"",2,0,"ke ro",,,1776.306,3,""
67,SIDE,4,1,0,0,0,0,2,0,0,0,255,255,255,,1778.757,,,,,,,,,,,,,,,,,,,,,,,,6,"=","=","=","=","=","=","=","=","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
68,,4,0,0,0,0,0,0,0,0,0,255,255,255,24,1809.023,"CVPileMaki",R,0,69,109,-0.076,-0.079,0.204,1.75,-0.092,1.552,-36.37,29.896,74,26,0,0,"",28.834,-12.1,6.962,0,0,2,"encounter v","ke ro","임 재 천","_Gosomi","Kr_Luna","하루（Haru）","「론구」","IbikiKai_JP","가앤슬_",1,R,"임 재 천",190,88,0.48,,36,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.188,-37.396,0.015,-17.219,-18.986,-45.113,-13.364,-61.482,18.213,-46.695,12.086,-64.434,41.225,-95.338,0,-109.89,-46.208,-91.773,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
69,,4,0,0,0,0,1,0,0,0,0,255,255,255,25,1821.52,"CVPileMaki",R,33,82,134,-0.021,0.122,0.163,1.717,-0.172,1.622,-36.37,21.478,81,19,0,2,"",113.463,-67.241,11.872,0,0,2,"=","=","=","=","=","=","=","=","=",1,R,"임 재 천",190,88,0.48,5,36,W,Y,1,1822.657,139,63,100,56,33,,141,112,12.745,58.667,-0.005,1.032,-19.916,0.1,0,0.288,42.948,34.599,-28.058,1,1,0,292.809,61.878,0.039,0.317,0.271,0.036,-0.01,0.043,0.635,1,0.484,112.571,61.878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825.625,-66.542,-59.923,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.094,-37.542,-0.001,-17.231,-19.976,-45.625,-13.369,-61.531,18.236,-46.703,12.252,-64.585,41.19,-95.318,0,-109.84,-43.67,-90.623,0.119,-36.993,,"Yes_Man_",-0.03,-17.661,,"HANA_ARASHI",-19.892,-45.722,,"HOGGYS 호기스",-13.342,-61.398,,"인생최패망자",18.231,-46.712,,"shimenawa",12.176,-64.492,,"ddil_ddil69",41.187,-95.324,,"AI",0,-109.84,,"SUGUN",-43.866,-90.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,"",,,,0,""
70,,4,0,0,0,0,2,0,0,0,0,255,255,255,26,1836.294,"CVPileMaki",R,28,78,128,-0.303,-0.109,0.208,1.74,-0.238,1.467,-36.37,31.762,80,20,0,2,"",67.22,-69.833,5.969,0,0,2,"=","=","=","=","=","=","=","=","=",1,R,"임 재 천",190,88,0.48,5,36,W,Y,1,1837.442,169,79,74,76,50,,145,131,-6.489,-5.477,-0.054,0.992,-20.603,0.62,0,0.396,91.469,109.182,-1.959,1,1,1,142.447,0,-0.001,0.018,0,-0.006,0.006,0.056,0.777,1,0.235,131,142.447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1837.434,0.642,-27.979,1839.167,5,4.669,0.059,-69.298,0,0,,1843.82,,,,,,,,,,,,,1842.234,2,,147,64,,,,,,,,,,,1842.608,2,,,,,,,-0.179,-37.408,-0.006,-17.223,-20.108,-44.835,-12.749,-61.024,18.51,-46.76,13.872,-64.832,38.677,-96.738,0,-109.85,-38.423,-83.171,-0.046,-36.75,,"Yes_Man_",-0.004,-17.422,,"HANA_ARASHI",-20.562,-45.259,,"HOGGYS 호기스",-12.705,-60.911,,"인생최패망자",18.399,-46.73,,"shimenawa",13.093,-66.089,107,"ddil_ddil69",38.667,-96.734,,"AI",0,-109.84,,"SUGUN",-38.286,-83.228,,,,,,,,1841.649,-18.749,-40.571,,,,,,,1839.42,4.974,-69.718,,,,,,,,,,,,,,,,,,,,,,,,,1840.039,3.171,-68.449,,,,,,,,,,"",2,0,"shimenawa",,,,80,""
71,,4,0,0,0,0,0,1,0,0,0,255,255,255,27,1863.491,"CVPileMaki",R,3,76,116,-0.264,0.169,0.427,1.755,0.616,1.685,-36.37,46.154,76,24,0,2,"",-435.785,0,6.854,0,0,3,"=","=","=","=","=","=","=","=","=",4,R,"_Gosomi",175,86.368,0.434,5,74,W,Y,1,1864.693,164,121,98,139,93,,145,94,21.632,-68.405,0.003,1.058,-21.221,0.99,0,0.387,50.236,120.95,118.447,1,1,0,588.791,176.585,-0.629,-0.276,0.99,0.054,-0.018,-0.004,0.496,1,0.973,94.44,176.585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1868.817,72.233,-51.789,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.157,-37.558,-0.123,-17.191,-19.619,-46.153,-11.596,-61.315,17.647,-46.32,11.985,-65.623,46.125,-98.586,0,-109.87,-44.357,-91.969,0.044,-37.456,,"Yes_Man_",-0.12,-17.68,,"HANA_ARASHI",-19.576,-46.112,,"HOGGYS 호기스",-11.624,-61.336,,"인생최패망자",17.285,-46.333,,"shimenawa",12.456,-65.514,,"ddil_ddil69",43.021,-98.133,,"AI",0,-109.84,,"SUGUN",-44.444,-91.804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,"",,,,0,""
72,,4,0,0,0,0,1,1,0,0,0,255,255,255,28,1880.827,"CVPileMaki",R,34,78,129,1.436,0.088,0.273,1.796,0.166,1.649,-36.37,35.739,88,12,0,2,"",94.606,-88.889,11.902,0,0,3,"=","=","=","=","=","=","=","=","=",4,R,"_Gosomi",175,86.368,0.434,5,74,W,Y,1,1881.949,255,73,159,110,53,,145,96,54.36,-0.021,0.117,1.043,-20.627,-0.3,0,0.349,-86.88,-14.22,78.918,1,1,0,92.318,118.231,-0.416,-0.301,0.641,0.017,-0.054,0.009,0.513,1,0.153,96.644,118.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1887.592,-0.345,-82.8,1887.759,5,-0.356,2.432,-81.533,0,0,,1888.259,,,,,,,,,,,,,1887.997,3,,454,0,,,,,,,,,,,,,,,,,,,-0.016,-38.114,-0.161,-17.188,-16.065,-42.008,-11.432,-60.699,18.245,-45.705,14.035,-64.976,44.794,-98.207,0,-109.86,-43.341,-92.613,-0.155,-36.767,,"Yes_Man_",-0.08,-17.608,,"HANA_ARASHI",-15.821,-41.676,,"HOGGYS 호기스",-11.393,-60.617,,"인생최패망자",18.014,-45.755,,"shimenawa",13.748,-64.694,94,"ddil_ddil69",44.911,-98.135,,"AI",0,-109.84,,"SUGUN",-43.813,-92.408,,1892.054,-0.318,-38.118,,,,,,,,,,,,,1888.007,-0.321,-81.674,,,,,,,,,,,,,,,,,,,,,,,,,1889.986,-0.292,-80.213,,,,,,,,,,"",1,0,"shimenawa",,,,192,""
73,,4,0,0,0,0,0,2,0,0,0,255,255,255,29,1904.957,"CVPileMaki",R,28,83,134,-0.909,-0.16,0.097,1.664,-0.481,1.449,-36.37,16.638,47,53,0,2,"",58.853,-64.388,8.319,0,0,4,"=","=","=","=","=","=","=","=","=",6,L,"Kr_Luna",190,95.432,0.498,5,74,W,Y,0,1905.855,109,119,113,77,34,,137,123,26.553,-31.876,-0.173,0.933,-20.041,0.27,0,0.03,141.109,-151.361,115.091,1,1,0,600,236.787,-0.459,0.626,0.912,-0.041,-0.039,-0.002,0.722,1,0.998,123.806,236.787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1910.7,59.252,-110.337,1911.15,6,58.221,3.204,-107.912,0,0,,1911.521,,,,,,,,,,,,,1911.183,4,,455,0,,,,,,,,,,,,,,,,,,,-0.087,-37.691,0.017,-17.212,-19.753,-46.408,-12.424,-61.807,18.583,-44.986,13.577,-64.775,48.032,-96.977,0,-109.87,-45.911,-90.935,-0.06,-36.813,,"Yes_Man_",0.004,-17.283,,"HANA_ARASHI",-19.622,-46.309,,"HOGGYS 호기스",-12.403,-61.725,,"인생최패망자",18.405,-44.84,,"shimenawa",13.601,-64.863,,"ddil_ddil69",47.994,-97.032,108,"AI",0,-109.84,,"SUGUN",-45.915,-90.933,,,,,,,,,,,,,,,,,,,,1911.204,58.763,-108.816,,,,,,,,,,,,,,,,,,,,,,,,,1913.121,51.975,-100.559,,,,,,,"",1,0,"ddil_ddil69",,,,8,""
74,SIDE,4,0,0,0,0,0,2,0,0,0,255,255,255,,1922.737,,,,,,,,,,,,,,,,,,,,,,,,5,"=","=","=","=","=","=","=","=","=",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
