id,type,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,pPow,spdK,zoneX,zoneY,startX,startY,targetX,targetY,zDist,pitchAngle,pOver,pSide,pUnder,call,manual,sH,sV,gyro,plx,plz,bIdx,order1Name,order2Name,order3Name,order4Name,order5Name,order6Name,order7Name,order8Name,order9Name,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,bOS,bVR,bSwing,hSec,rotS,rotL,shS,lgS,prepS,gripPen,batSpd,ev,ldeg,sdeg,launchPosX,launchPosY,launchPosZ,hPos,buntGrip,handDist,angVeloX,angVeloY,angVeloZ,spinValid,spinControlled,spinFallbackLegacy,spinLegacyMag,spinTargetMag,spinVOffset,spinHOffset,spinContactStrength,spinContactX,spinContactY,spinContactZ,spinSpeedStrength,spinBatDirMag,spinTangentMag,spinHitSpeedKmh,spinAppliedMag,phValid,phSource,phColMode,phFlags,phDt,phFixedDt,phTargetAge,phInstFps,phRawCpX,phRawCpY,phRawCpZ,phRawHPos,phRawNX,phRawNY,phRawNZ,phNDeltaDeg,phCpX,phCpY,phCpZ,phHPosAdj,phNX,phNY,phNZ,phNVDeg,phBallVX,phBallVY,phBallVZ,phBallSpd,phProxyPVX,phProxyPVY,phProxyPVZ,phProxyPSpd,phRenderPVX,phRenderPVY,phRenderPVZ,phRenderPSpd,phLastDX,phLastDY,phLastDZ,phBatSpd,phLagX,phLagY,phLagZ,phLagRotDeg,phProxyMoveX,phProxyMoveY,phProxyMoveZ,phProxyMoveRotDeg,phRenderMoveX,phRenderMoveY,phRenderMoveZ,phRenderMoveRotDeg,phBallMoveX,phBallMoveY,phBallMoveZ,phBallMoveSpd,phRawDirX,phRawDirY,phRawDirZ,phRawDirH,phProxyDirX,phProxyDirY,phProxyDirZ,phProxyDirH,phRenderDirX,phRenderDirY,phRenderDirZ,phRenderDirH,phProxyGeoX,phProxyGeoY,phProxyGeoZ,phProxyGeoH,phRenderGeoX,phRenderGeoY,phRenderGeoZ,phRenderGeoH,phFinalDirX,phFinalDirY,phFinalDirZ,phFinalDirH,phSweepSteps,phSweepT,phProxyMoveDist,phRenderMoveDist,phRawProxyPVX,phRawProxyPVY,phRawProxyPVZ,phRawProxyPSpd,phRawRenderPVX,phRawRenderPVY,phRawRenderPVZ,phRawRenderPSpd,phLegacyDirX,phLegacyDirY,phLegacyDirZ,phLegacyDirH,phRawRelVX,phRawRelVY,phRawRelVZ,phRawRelSpd,phImpulseX,phImpulseY,phImpulseZ,phImpulseMag,phProxyRbVX,phProxyRbVY,phProxyRbVZ,phProxyRbSpd,phProxyRbAVX,phProxyRbAVY,phProxyRbAVZ,phProxyRbAVMag,phSeparation,phContactCount,phCpDelta,phHPosDelta,ltSec,lx,lz,cSec,cPos,cx,cy,cz,1BSafe,tag,cpSec,bTo1Sec,bTo2Sec,bTo3Sec,bToHSec,r1To2Sec,r1To3Sec,r1ToHSec,r2To3Sec,r2ToHSec,r3ToHSec,r1LeaveSec,r2LeaveSec,r3LeaveSec,out1Sec,out1BatterIndex,out1PrevBase,out1Code,out1Ass,out2Sec,out2BatterIndex,out2PrevBase,out2Code,out2Ass,out3Sec,out3BatterIndex,out3PrevBase,out3Code,out3Ass,ball1Sec,ball1Pos,ball2Sec,ball2Pos,ball3Sec,ball3Pos,ballHSec,ballHPos,PitchPPosX,PitchPPosZ,PitchCPosX,PitchCPosZ,Pitch1BPosX,Pitch1BPosZ,Pitch2BPosX,Pitch2BPosZ,Pitch3BPosX,Pitch3BPosZ,PitchSSPosX,PitchSSPosZ,PitchLFPosX,PitchLFPosZ,PitchCFPosX,PitchCFPosZ,PitchRFPosX,PitchRFPosZ,PPosX,PPosY,PThrSpd,CName,CPosX,CPosY,CThrSpd,1BName,1BPosX,1BPosY,1BThrSpd,2BName,2BPosX,2BPosY,2BThrSpd,3BName,3BPosX,3BPosY,3BThrSpd,SSName,SSPosX,SSPosY,SSThrSpd,LFName,LFPosX,LFPosY,LFThrSpd,CFName,CFPosX,CFPosY,CFThrSpd,RFName,RFPosX,RFPosY,RFThrSpd,PGetSec,PGetX,PGetZ,CGetSec,CGetX,CGetZ,1BGetSec,1BGetX,1BGetZ,2BGetSec,2BGetX,2BGetZ,3BGetSec,3BGetX,3BGetZ,SSGetSec,SSGetX,SSGetZ,LFGetSec,LFGetX,LFGetZ,CFGetSec,CFGetX,CFGetZ,RFGetSec,RFGetX,RFGetZ,PThrSec,PThrX,PThrZ,CThrSec,CThrX,CThrZ,1BThrSec,1BThrX,1BThrZ,2BThrSec,2BThrX,2BThrZ,3BThrSec,3BThrX,3BThrZ,SSThrSec,SSThrX,SSThrZ,LFThrSec,LFThrX,LFThrZ,CFThrSec,CFThrX,CFThrZ,RFThrSec,RFThrX,RFThrZ,errPosDelta,result,balk,cPlr,sb2Sec,sb3Sec,sbhSec,ass,remarks
27,,2,1,0,0,0,0,0,0,0,0,255,255,255,13,891.417,"가앤슬_",L,10,89,114,0.223,-1.365,-0.452,1.433,0.111,1.175,-36.439,18.069,68,32,0,1,"",0,400,-6.318,0.136,-17.359,4,"Yes_Man_","SUGUN","HOGGYS 호기스","ddil_ddil69","HANA_ARASHI","인생최패망자","shimenawa","CVPileMaki","",2,R,"HANA_ARASHI",190,88,0.25,,79,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095,-37.797,-0.014,-17.147,-19.685,-46.178,-12.679,-64.491,22.421,-50.063,8.974,-66.743,36.543,-87.53,0.265,-111.437,-41.166,-97.146,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
28,,2,1,0,0,1,0,0,0,0,0,255,255,255,14,905.97,"가앤슬_",L,14,59,90,0.598,-0.506,-0.286,1.649,0.975,1.867,-36.439,23.521,70,30,0,0,"",-303.718,334.966,-17.48,0.016,-16.282,4,"=","=","=","=","=","=","=","=","",2,R,"HANA_ARASHI",190,88,0.25,,79,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.298,-37.715,-0.017,-17.36,-19.536,-45.109,-12.227,-65.114,22.255,-50.17,8.718,-66.765,39.154,-92.773,1.456,-113.388,-44.73,-102.014,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
29,,2,1,0,0,1,1,0,0,0,0,255,255,255,15,920.566,"가앤슬_",L,26,73,125,1.223,0.355,-0.356,1.707,0.668,1.637,-36.439,16.216,52,48,0,2,"",-81.61,-200,-33.332,0,0,4,"=","=","=","=","=","=","=","=","",2,R,"HANA_ARASHI",190,88,0.25,5,79,W,Y,1,921.633,134,96,132,77,43,,141,92,27.701,34.203,0.222,1.164,-20.566,-0.67,0,0.641,23.295,20.342,-9.572,1,1,0,525.862,32.374,-0.064,-0.244,0.187,0.038,-0.029,0.031,0.481,1,0.869,92.554,32.374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,926.142,-43.353,-84.079,926.492,8,-42.657,1.065,-83.072,0,0,,,,,,,,,,,,,,,926.658,4,,457,0,,,,,,,,,,,,,,,,,,,0.059,-37.78,-0.018,-17.333,-19.589,-45.174,-12.281,-65.152,22.378,-50.123,8.765,-66.83,38.142,-93.611,1.427,-113.299,-41.799,-101.709,-0.197,-37.397,,"임 재 천",-0.022,-17.329,,"encounter v",-19.427,-45.016,,"ke ro",-12.241,-65.032,,"_Gosomi",22.229,-50.166,,"「론구」",8.633,-66.522,85,"Kr_Luna",38.193,-93.535,,"IbikiKai_JP",1.425,-113.301,,"하루（Haru）",-41.781,-101.689,89,933.822,0.326,-38.933,,,,,,,,,,,,,931.141,-0.673,-59.467,,,,,,,926.666,-43.606,-84.513,,,,,,,,,,,,,,,,932.622,-0.197,-58.39,,,,,,,929.19,-32.936,-75.185,"",1,0,"하루（Haru）",,,,224,""
30,,2,1,0,0,0,0,1,0,0,0,255,255,255,16,945.513,"가앤슬_",L,26,86,140,1.068,-1.802,-0.358,1.295,0.659,0.305,-36.439,9.454,50,50,0,2,"",-170.239,-200,-23.496,0,0,5,"=","=","=","","=","=","=","=","",4,R,"인생최패망자",190,90,0.35,5,79,W,Y,1,946.58,183,165,131,121,89,,145,124,-19.159,-41.087,0.187,0.364,-20.82,0.2,0,0.324,-211.236,-224.707,-81.522,1,1,1,318.998,0,0,0.003,0,-0.036,0.019,0.04,0.724,1,0.527,124.182,318.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946.425,0.899,-21.636,948.117,4,23.314,0.812,-45.754,0,32,,952.084,,,,,,,,,,,,,951.839,5,,147,8,,,,,,,,,,,,,,,,,,,0.043,-37.757,-0.03,-17.299,-19.572,-45.072,-15.7,-63.668,23.356,-50.656,8.814,-66.699,39.94,-91.479,0.758,-111.358,-43.759,-95.502,-0.158,-36.909,,"임 재 천",-0.025,-17.298,,"encounter v",-19.369,-44.876,114,"ke ro",-15.849,-64.209,,"_Gosomi",23.246,-50.652,107,"「론구」",8.73,-66.451,,"Kr_Luna",39.939,-91.478,,"IbikiKai_JP",1.062,-112.447,,"하루（Haru）",-43.527,-95.899,,954.214,-0.687,-38.259,,,,951.162,-18.18,-39.598,,,,948.245,24.365,-46.621,,,,,,,,,,,,,,,,,,,953.403,-15.518,-39.214,,,,949.538,17.599,-44.68,,,,,,,,,,,,,"",2,0,"_Gosomi",,,,137,""
31,,2,1,0,0,0,0,2,0,0,0,255,255,255,17,971.842,"가앤슬_",L,0,73,111,-0.555,0.211,-0.642,1.775,-0.192,1.836,-36.439,44.907,88,12,0,2,"",0,0,-6.189,0,0,6,"=","=","=","","=","=","=","=","",5,L,"shimenawa",174.5,95.071,0.305,0,78,W,Y,1,973.062,133,82,91,71,31,,139,117,102.066,41.904,-0.083,1.048,-20.218,0.76,0,0.318,85.66,-28.416,-54.68,1,1,0,558.848,105.522,-0.292,-0.277,0.434,-0.011,-0.055,0.012,0.676,1,0.924,117.842,105.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.027,-37.93,-0.022,-17.254,-19.704,-45.211,-13.35,-64.614,23.55,-50.978,12.523,-65.177,43.783,-87.604,3.556,-109.083,-44.747,-96.6,-0.552,-37.529,,"임 재 천",-0.028,-17.271,,"encounter v",-19.596,-45.113,,"ke ro",-13.343,-64.941,,"_Gosomi",23.81,-50.666,,"「론구」",12.528,-65.146,,"Kr_Luna",43.793,-87.596,,"IbikiKai_JP",3.569,-109.097,,"하루（Haru）",-44.756,-96.601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,"",,,,0,""
32,,2,1,0,0,0,1,2,0,0,0,255,255,255,18,991.529,"가앤슬_",L,26,87,140,0.574,-1.633,-0.395,1.416,0.487,0.476,-36.439,12.512,61,39,0,1,"",-171.054,-200,-23.507,0.782,-21.4,6,"=","=","=","","=","=","=","=","",5,L,"shimenawa",174.5,95.071,0.305,,78,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.086,-37.731,-0.043,-17.122,-19.716,-45.337,-10.807,-65.982,24.135,-50.719,12.922,-64.962,43.528,-88.629,3.895,-108.768,-44.148,-99.28,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
33,,2,1,0,0,1,1,2,0,0,0,255,255,255,19,1012.169,"가앤슬_",L,27,82,133,-0.721,-1.441,-0.545,1.461,-0.207,0.634,-36.439,23.677,88,12,0,2,"",-63.118,-137.729,-8.023,0,0,6,"=","=","=","","=","=","=","=","",5,L,"shimenawa",174.5,95.071,0.305,0,78,W,Y,1,1013.313,105,79,80,76,32,,136,113,11.829,1.648,-0.125,0.441,-20.042,0.79,0,0.292,385.562,-339.646,-82.233,1,1,1,520.364,0,0,0,0,0.002,-0.012,0.056,0.642,1,0.86,113.47,520.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1016.692,2.405,-106.123,1016.817,7,2.046,1.441,-101.746,0,0,,,,,,,,,,,,,,,1017.027,6,,456,0,,,,,,,,,,,,,,,,,,,-0.079,-37.718,0.042,-17.239,-19.781,-45.353,-10.84,-65.889,24.161,-50.813,12.961,-64.954,43.076,-89.945,3.761,-108.746,-45.443,-101.87,-0.339,-37.325,,"임 재 천",0.031,-17.254,,"encounter v",-19.592,-45.242,,"ke ro",-10.907,-66.3,,"_Gosomi",24.148,-50.581,,"「론구」",12.955,-64.941,,"Kr_Luna",39.425,-94.09,,"IbikiKai_JP",3.738,-108.733,102,"하루（Haru）",-45.434,-101.864,,,,,,,,,,,,,,,,,,,,,,,1017.037,2.123,-102.691,,,,,,,,,,,,,,,,,,,,,,,,,1019.186,0.253,-96.146,,,,"",1,0,"IbikiKai_JP",,,,256,""
34,SIDE,2,1,0,0,0,0,2,0,0,0,255,255,255,,1019.421,,,,,,,,,,,,,,,,,,,,,,,,7,"=","=","=","","=","=","=","=","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
35,,2,0,0,0,0,0,0,0,0,0,255,255,255,11,1067.273,"CVPileMaki",R,34,75,126,4.747,-0.262,0.593,1.667,1.943,1.416,-36.37,66.404,0,100,0,1,"",83.17,-25.376,4.403,0,0,5,"encounter v","ke ro","임 재 천","_Gosomi","Kr_Luna","하루（Haru）","「론구」","IbikiKai_JP","가앤슬_",8,L,"하루（Haru）",174.6,85,0.397,,78,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.091,-37.717,0.122,-16.988,-19.786,-45.873,-12.567,-60.269,18.209,-45.033,13.688,-64.971,40.93,-90.677,0,-109.89,-47.254,-93.133,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
36,,2,0,0,0,1,0,0,0,0,0,255,255,255,12,1080.574,"CVPileMaki",R,27,84,137,-0.582,-0.138,0.124,1.661,-0.355,1.42,-36.37,20.188,51,49,0,0,"",71.835,-105.215,9.524,0,0,5,"=","=","=","=","=","=","=","=","=",8,L,"하루（Haru）",174.6,85,0.397,,78,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.149,-37.424,0.104,-17.029,-20.205,-46.285,-12.648,-60.276,18.428,-45.334,13.423,-64.598,40.907,-90.657,0,-109.85,-47.325,-93.156,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
37,,2,0,0,0,1,1,0,0,0,0,255,255,255,13,1096.619,"CVPileMaki",R,28,87,140,-0.733,-0.637,0.106,1.583,-0.436,1.146,-36.37,19.024,39,61,0,2,"",85.827,-93.448,10.795,0,0,5,"=","=","=","=","=","=","=","=","=",8,L,"하루（Haru）",174.6,85,0.397,5,78,W,Y,1,1097.777,219,146,113,57,27,,145,127,28.573,-53.669,-0.14,0.7,-19.992,0.55,0,0.165,108.407,-164.235,30.123,1,1,0,537.825,199.079,-0.274,0.684,0.734,-0.044,-0.032,-0.016,0.753,1,0.889,127.936,199.079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1102.867,94.194,-83.407,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.134,-37.417,0.098,-17.038,-18.07,-45.333,-12.61,-60.226,18.404,-45.323,14.287,-64.468,40.915,-90.664,0,-109.85,-44.727,-92.066,-0.126,-36.886,,"Yes_Man_",0.068,-17.459,,"HANA_ARASHI",-19.292,-46.504,,"HOGGYS 호기스",-12.602,-60.2,,"인생최패망자",18.116,-44.968,,"shimenawa",13.862,-64.576,,"AI",40.9,-90.65,,"AI",0,-109.84,,"SUGUN",-44.593,-92.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,"",,,,0,""
38,,2,0,0,0,1,2,0,0,0,0,255,255,255,14,1115.099,"CVPileMaki",R,13,96,127,-1.153,-1.452,0.142,1.602,-0.269,1.212,-36.37,20.296,50,50,0,4,"",-159.02,400,4.238,0,0,5,"=","=","=","=","=","=","=","=","=",8,L,"하루（Haru）",174.6,85,0.397,,78,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1123.517,,,,,,,,,,,,,1117.899,5,,578,0,,,,,,,,,,,,,,,,,,,-0.152,-37.495,0.104,-17.07,-18.607,-44.961,-12.211,-60.553,18.432,-45.336,14.111,-64.516,40.907,-90.657,0,-109.85,-44.371,-90.413,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
39,,2,0,0,0,0,0,1,0,0,0,255,255,255,15,1156.798,"CVPileMaki",R,0,77,128,-0.998,-0.255,0.096,1.657,-0.484,1.415,-36.37,20.633,29,71,0,0,"",36.576,-31.739,4.49,0,0,6,"=","=","=","=","=","=","=","=","=",5,R,"「론구」",180.3,80,0.2,,67,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.056,-37.701,-0.115,-16.97,-18.866,-43.961,-12.264,-60.65,18.223,-46.757,13.644,-65.073,40.937,-90.684,0,-109.88,-46.42,-91.83,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,"",,,,0,""
40,,2,0,0,0,0,1,1,0,0,0,255,255,255,16,1170.508,"CVPileMaki",R,28,81,131,1.461,1.013,0.362,1.9,0.536,2.14,-36.37,54.432,86,14,0,2,"",61.941,-63.165,3.482,0,0,6,"=","=","=","=","=","=","=","=","=",5,R,"「론구」",180.3,80,0.2,0,67,W,Y,1,1171.634,255,179,134,96,71,,145,86,25.285,45.937,0.271,1.357,-21.066,1,0,0.495,-5.467,24.751,16.596,1,1,0,578.93,30.297,-0.124,0.235,0.193,0.027,-0.024,0.044,0.437,1,0.957,86.78,30.297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1174.792,-43.698,-63.214,1176.467,8,-54.546,0.066,-73.505,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.138,-37.499,-0.162,-17.227,-18.325,-43.768,-12.256,-60.604,18.316,-46.902,12.231,-65.521,40.907,-90.657,0,-109.85,-46.494,-91.516,-0.043,-36.69,,"Yes_Man_",-0.05,-17.422,,"HANA_ARASHI",-19.614,-45.098,,"HOGGYS 호기스",-12.22,-60.49,,"인생최패망자",18.074,-46.602,,"shimenawa",13.175,-64.974,,"AI",40.9,-90.65,,"AI",0,-109.84,,"SUGUN",-46.468,-91.416,106,,,,,,,,,,,,,,,,,,,,,,,,,1176.587,-54.35,-74.144,,,,,,,,,,,,,,,,,,,,,,,,,1177.971,-46.569,-68.46,"",3,0,"SUGUN",,,,2,""
41,,2,0,0,0,0,2,1,0,0,0,255,255,255,17,1193.118,"CVPileMaki",R,10,84,125,-0.535,-0.321,0.205,1.889,-0.239,1.85,-36.37,39.179,91,9,0,2,"",0,400,11.66,0,0,6,"=","=","=","=","=","=","=","=","=",5,R,"「론구」",180.3,80,0.2,0,67,W,Y,1,1194.318,159,124,111,93,62,,145,131,-30,20.448,-0.11,0.782,-19.832,0.52,0,0.298,-306.034,-159.895,238.906,1,1,1,419.88,0,0.077,-0.031,0,0.018,0.031,0.044,0.778,1,0.694,131.075,419.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1194.142,-0.573,-21.076,1195.775,3,-12.806,2.849,-54.022,0,0,,,,,,,,,,,,,,,1198.585,6,,147,4,,,,,,,,,,,,,,,,,,,-0.23,-37.429,-0.159,-17.218,-20.276,-43.436,-13.117,-58.555,18.035,-46.676,13.168,-64.876,40.908,-90.657,0,-109.85,-48.365,-91.038,0.249,-37.262,,"Yes_Man_",-0.168,-17.478,,"HANA_ARASHI",-20.157,-43.344,,"HOGGYS 호기스",-13.05,-58.396,110,"인생최패망자",18.109,-46.753,,"shimenawa",12.126,-64.993,,"AI",40.9,-90.65,,"AI",0,-109.84,,"SUGUN",-48.149,-91.108,,,,,,,,1198.007,-18.855,-40.197,1195.928,-13.43,-55.361,,,,,,,,,,,,,,,,,,,,,,,,,1197.298,-14.336,-49.549,,,,,,,,,,,,,,,,"",2,0,"HOGGYS 호기스",,,,20,""
42,,2,0,0,0,0,0,2,0,0,0,255,255,255,18,1223.575,"CVPileMaki",R,27,80,130,0.118,0.269,0.219,1.78,-0.057,1.588,-36.37,39.509,92,8,0,2,"",81.637,-142.711,12.205,0,0,7,"=","=","=","=","=","=","=","=","=",7,L,"IbikiKai_JP",165.8,89.582,0.5,3,77,W,Y,1,1224.726,255,223,36,75,42,,120,79,12.359,-0.526,0.021,0.967,-20.39,-0.07,0,0.652,-32.727,27.326,78.817,1,1,0,600,89.61,0.002,0.912,0.65,-0.052,0.005,-0.023,0.383,1,1,79.783,89.61,1,3,3,1023,0.008,0.008,0,120,-0.029,0.983,-20.693,-0.891,-0.917,-0.085,-0.389,0,-0.985,1.066,-20.842,-0.07,-0.917,-0.085,-0.389,12.359,-0.312,-2.352,33.964,34.046,-40.897,11.977,4.751,42.879,-40.897,11.977,4.751,42.879,-0.225,-0.946,0.234,79.783,0,0,0,0,-0.038,0.029,0.012,173.871,-0.038,0.029,0.012,173.871,-0.002,-0.021,0.281,33.807,-0.009,-0.069,0.998,-0.526,-0.009,-0.069,0.998,-0.526,-0.009,-0.069,0.998,-0.526,-0.637,0,0.771,-39.554,-0.637,0,0.771,-39.554,0.009,0.214,-0.977,-0.526,48,-1,0.049,0.049,-40.897,11.977,4.751,42.879,-40.897,11.977,4.751,42.879,0.917,0.085,-0.389,-67.029,0.146,-0.833,39.731,39.74,0,0,0,0,-4.568,3.493,1.465,5.934,49.569,75.674,352.739,364.154,0.442,1,0.971,0.821,,,,1225.609,0,0.128,3.06,-34.939,0,0,,,,,,,,,,,,,,,1225.769,7,,449,0,,,,,,,,,,,,,,,,,,,-0.181,-37.481,-0.166,-17.158,-19.651,-44.628,-13.568,-58.722,17.815,-44.64,13.917,-64.033,40.922,-90.67,0,-109.86,-46.775,-92.424,-0.07,-36.985,,"Yes_Man_",-0.156,-17.491,,"HANA_ARASHI",-19.812,-44.713,,"HOGGYS 호기스",-13.523,-58.662,,"인생최패망자",17.741,-44.388,,"shimenawa",13.955,-63.863,,"AI",40.9,-90.65,,"AI",0,-109.84,,"SUGUN",-46.414,-91.877,,1225.781,0.157,-35.736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",1,0,"CVPileMaki",,,,128,""
