id,type,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,pPow,spdK,zoneX,zoneY,startX,startY,targetX,targetY,zDist,pitchAngle,pOver,pSide,pUnder,call,manual,sH,sV,gyro,plx,plz,bIdx,order1Name,order2Name,order3Name,order4Name,order5Name,order6Name,order7Name,order8Name,order9Name,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,bOS,bVR,bSwing,hSec,rotS,rotL,shS,lgS,prepS,gripPen,batSpd,ev,ldeg,sdeg,launchPosX,launchPosY,launchPosZ,hPos,buntGrip,handDist,angVeloX,angVeloY,angVeloZ,phValid,phSource,phColMode,phFlags,phDt,phFixedDt,phRenderAge,phEndpointDelta,phRawCpX,phRawCpY,phRawCpZ,phRawHPos,phRawNX,phRawNY,phRawNZ,phNDeltaDeg,phCpX,phCpY,phCpZ,phHPosAdj,phNX,phNY,phNZ,phNVDeg,phGeomNX,phGeomNY,phGeomNZ,phGeomNDeltaDeg,phBallVX,phBallVY,phBallVZ,phBallSpd,phProxyPVX,phProxyPVY,phProxyPVZ,phProxyPSpd,phRenderPVX,phRenderPVY,phRenderPVZ,phRenderPSpd,phLastDX,phLastDY,phLastDZ,phBatSpd,phRenderLagX,phRenderLagY,phRenderLagZ,phRenderLagRotDeg,phProxyMoveX,phProxyMoveY,phProxyMoveZ,phProxyMoveRotDeg,phRenderMoveX,phRenderMoveY,phRenderMoveZ,phRenderMoveRotDeg,phProxyGeoX,phProxyGeoY,phProxyGeoZ,phProxyGeoH,phRenderGeoX,phRenderGeoY,phRenderGeoZ,phRenderGeoH,phPreGuardDirX,phPreGuardDirY,phPreGuardDirZ,phPreGuardDirH,phFinalDirX,phFinalDirY,phFinalDirZ,phFinalDirH,phPreGuardH,phApproachH,phGuardTargetH,phGuardDelta,phSeparation,phPreEndpointHPos,phCombinedRadius,phReprojectConfidence,phSweepSteps,phSweepT,phSweepFail,phSweepGap,phPointVSource,phNormalSource,phGuardFlags,phRenderSampleDt,ltSec,lx,lz,cSec,cPos,cx,cy,cz,1BSafe,tag,cpSec,bTo1Sec,bTo2Sec,bTo3Sec,bToHSec,r1To2Sec,r1To3Sec,r1ToHSec,r2To3Sec,r2ToHSec,r3ToHSec,r1LeaveSec,r2LeaveSec,r3LeaveSec,out1Sec,out1BatterIndex,out1PrevBase,out1Code,out1Ass,out2Sec,out2BatterIndex,out2PrevBase,out2Code,out2Ass,out3Sec,out3BatterIndex,out3PrevBase,out3Code,out3Ass,ball1Sec,ball1Pos,ball2Sec,ball2Pos,ball3Sec,ball3Pos,ballHSec,ballHPos,PitchPPosX,PitchPPosZ,PitchCPosX,PitchCPosZ,Pitch1BPosX,Pitch1BPosZ,Pitch2BPosX,Pitch2BPosZ,Pitch3BPosX,Pitch3BPosZ,PitchSSPosX,PitchSSPosZ,PitchLFPosX,PitchLFPosZ,PitchCFPosX,PitchCFPosZ,PitchRFPosX,PitchRFPosZ,PPosX,PPosY,PThrSpd,CName,CPosX,CPosY,CThrSpd,1BName,1BPosX,1BPosY,1BThrSpd,2BName,2BPosX,2BPosY,2BThrSpd,3BName,3BPosX,3BPosY,3BThrSpd,SSName,SSPosX,SSPosY,SSThrSpd,LFName,LFPosX,LFPosY,LFThrSpd,CFName,CFPosX,CFPosY,CFThrSpd,RFName,RFPosX,RFPosY,RFThrSpd,PGetSec,PGetX,PGetZ,CGetSec,CGetX,CGetZ,1BGetSec,1BGetX,1BGetZ,2BGetSec,2BGetX,2BGetZ,3BGetSec,3BGetX,3BGetZ,SSGetSec,SSGetX,SSGetZ,LFGetSec,LFGetX,LFGetZ,CFGetSec,CFGetX,CFGetZ,RFGetSec,RFGetX,RFGetZ,PThrSec,PThrX,PThrZ,CThrSec,CThrX,CThrZ,1BThrSec,1BThrX,1BThrZ,2BThrSec,2BThrX,2BThrZ,3BThrSec,3BThrX,3BThrZ,SSThrSec,SSThrX,SSThrZ,LFThrSec,LFThrX,LFThrZ,CFThrSec,CFThrX,CFThrZ,RFThrSec,RFThrX,RFThrZ,errPosDelta,result,infieldFly,balk,cPlr,sb2Sec,sb3Sec,sbhSec,ass,remarks
109,,4,0,3,2,0,0,0,0,0,0,255,255,255,51,2671.422,"가앤슬_",L,14,65,96,1.007,-0.25,-0.241,1.677,1.112,1.953,-36.439,16.334,70,30,0,2,"",-306.969,283.454,-6.479,0,0,5,"Fresh825","P0TA0","まととまと","SUGUN","-라후이-","_Gosomi","아침땅_","Ainy4／あいにゃ","",7,R,"_Gosomi",175,86.368,0.434,0,91,W,Y,0,2672.706,40,29,30,35,42,,33,39,-59.56,44.722,0.185,0.833,-20.232,0.79,0,0.654,-141.542,-34.385,-20.514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2672.578,-0.255,-20.675,2675.695,0,-9.556,0.057,-31.482,0,32,,,,,,,,,,,,,,,2676.532,5,,273,0,,,,,,,,,,,,,,,,,,,0.189,-37.274,-0.007,-17.062,-21.377,-46.791,-15.05,-59.53,23.664,-53.31,11.695,-63.71,40.966,-90.712,0,-109.89,-49.41,-94.086,0.04,-37.184,,"Yes_Man_",-0.019,-17.119,,"임 재 천",-21.373,-46.786,,"Kr_Luna",-15.044,-59.532,,"kneesohime",23.561,-53.302,,"ddil_ddil69",11.646,-63.519,,"AI",40.9,-90.65,,"AI",0,-109.84,,"aura_5599",-49.46,-92.801,,2675.947,-9.43,-31.867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2,0,0,"가앤슬_",,,,64,""
110,,4,0,3,2,0,0,1,0,0,0,255,255,255,52,2700.073,"가앤슬_",L,26,94,140,1.386,-0.8,-0.519,1.614,-0.088,1.245,-36.439,28.282,59,41,0,2,"",-76.553,-200,-0.942,0,0,6,"=","=","=","=","=","=","=","=","",8,R,"아침땅_",169.7,87.187,0.502,0,35,W,Y,1,2701.039,129,107,65,51,20,,137,119,26.019,40.391,-0.075,0.786,-19.862,0.26,0.048,0.353,280.773,265.736,-218.723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2705.903,-70.358,-94.596,2706.645,8,-68.954,0.386,-93.629,1,0,,2706.161,2710.725,2718.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.153,-37.108,0.024,-17.153,-21.731,-46.902,-15.051,-59.537,23.918,-52.929,11.024,-65.367,40.937,-90.684,0,-109.88,-50.5,-93.368,-0.349,-37.144,,"Yes_Man_",0.005,-17.241,,"임 재 천",-21.736,-46.908,,"Kr_Luna",-16.469,-58.911,97,"kneesohime",23.902,-52.936,82,"ddil_ddil69",10.411,-64.947,,"AI",40.9,-90.65,,"AI",0,-109.84,,"aura_5599",-50.979,-93.443,88,2725.451,0.784,-38.216,,,,,,,2715.348,-32.369,-77.719,2719.817,18.882,-40.494,,,,,,,,,,2706.817,-68.71,-93.713,,,,,,,,,,2716.991,-26.65,-73.99,2724.445,17.519,-40.254,,,,,,,,,,2716.772,-26.092,-71.931,"",2,0,0,"aura_5599",2710.725,2718.246,,89,""
111,,4,0,3,2,0,0,1,0,0,1,255,255,18,53,2740.01,"가앤슬_",L,6,54,87,-0.323,0.68,-0.365,1.739,0.728,2.063,-36.439,29.927,63,37,0,0,"",-365.123,0,-12.763,0,0,7,"=","=","=","=","=","=","=","=","",0,R,"Ainy4／あいにゃ",189,85,0.51,,91,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,2752.384,,,,,,,,,,,,,,,,,,,,,,,,0.208,-37.178,-0.025,-16.951,-20.763,-45.673,-14.586,-60.832,19.533,-40.878,11.18,-64.536,40.922,-90.671,0,-109.86,-57.451,-97.966,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,2745.523,-0.174,-36.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,2742.948,,0,""
112,,4,0,3,2,0,1,1,0,0,1,255,255,18,54,2756.834,"가앤슬_",L,26,82,133,-0.98,1.506,-0.545,1.963,-0.208,2.365,-36.439,38.772,79,21,0,4,"",-142.44,-200,-19.707,0,0,7,"=","=","=","=","=","=","=","=","",0,R,"Ainy4／あいにゃ",189,85,0.51,,91,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,2766.84,,,,,,,,,,,,,,,,,,,,,,,,0.057,-37.319,-0.021,-16.964,-20.794,-45.692,-14.704,-60.841,19.764,-40.54,11.566,-64.946,40.915,-90.664,0,-109.85,-55.329,-95.896,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,2761.707,-0.191,-37.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,2759.6,,0,""
113,,4,0,3,2,0,2,1,0,0,1,255,255,18,55,2775.271,"가앤슬_",L,10,73,103,1.421,-1.756,-0.298,1.295,0.627,1.1,-36.439,10.934,49,51,0,1,"",0,400,-21.829,0.329,-18.557,7,"=","=","=","=","=","=","=","=","",0,R,"Ainy4／あいにゃ",189,85,0.51,,91,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,2788.95,,,,,,,,,,,,,,,,,,,,2780.763,4,,,0.138,-37.272,-0.027,-17.249,-20.77,-45.688,-14.589,-60.868,19.648,-40.258,11.404,-65.237,40.922,-90.67,0,-109.86,-56.512,-95.696,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,2783.109,0.911,-37.945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,2777.924,,0,""
114,,4,0,3,2,1,2,1,0,0,1,255,255,18,56,2795.09,"가앤슬_",L,34,81,132,-0.704,1.829,-0.534,2.043,-0.156,2.667,-36.439,48.909,80,20,0,1,"",-93.226,-83.481,-8.538,0,0,7,"=","=","=","=","=","=","=","=","",0,R,"Ainy4／あいにゃ",189,85,0.51,,91,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,2805.491,,,,,,,,,,,,,,,,,,,,,,,,0.146,-37.312,0.019,-17.152,-20.762,-45.659,-14.622,-60.877,19.871,-40.43,11.076,-64.784,40.915,-90.664,0,-109.86,-56.556,-96.455,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,2802.08,0.458,-38.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,2798.023,,0,""
115,,4,0,3,2,2,2,1,0,0,1,255,255,18,57,2814.753,"가앤슬_",L,14,70,110,-1.541,-0.976,-0.493,1.512,0.034,1.437,-36.439,17.998,61,39,0,2,"",-376.908,328.542,-26.464,0,0,7,"=","=","=","=","=","=","=","=","",0,R,"Ainy4／あいにゃ",189,85,0.51,5,91,W,Y,1,2815.917,201,122,104,19,0,,139,110,-1.475,33.674,-0.28,0.673,-20.626,0.92,0,0.505,-155.209,13.668,63.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2815.995,-6.227,-29.544,2819.803,8,-42.7,0.059,-86.253,1,0,,2821.547,,,,,,,,,2820.366,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059,-37.304,0.004,-17.103,-20.762,-45.657,-15.773,-60.358,19.829,-40.265,11.037,-64.796,40.915,-90.664,0,-109.86,-57.856,-96.235,-0.456,-37.507,,"Yes_Man_",-0.016,-17.557,,"임 재 천",-20.744,-45.685,61,"Kr_Luna",-15.869,-60.323,,"kneesohime",19.621,-43.577,,"ddil_ddil69",10.276,-63.498,,"AI",40.9,-90.65,,"AI",0,-109.84,,"aura_5599",-57.053,-96.687,102,2827.729,-0.971,-38.297,,,,2823.317,-20.061,-40.714,,,,,,,,,,,,,,,,2819.983,-43.363,-87.224,,,,,,,2826.325,-18.222,-39.909,,,,,,,,,,,,,,,,2821.2,-39.857,-79.492,"",2,0,0,"aura_5599",,,2820.366,84,""
116,,4,0,3,3,0,0,1,1,0,0,10,255,255,58,2843.086,"가앤슬_",L,3,72,102,1.576,-0.075,-0.614,1.641,-0.011,1.582,-36.439,14.692,47,53,0,4,"",357.737,0,-12.811,0,0,0,"=","=","=","=","=","=","=","=","",2,L,"Fresh825",190,80,0.2,,91,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2862.802,,,,,,,,,,,,,,,,,,,,,,,,,,-0.202,-37.296,-0.03,-16.922,-20.05,-41.901,-8.802,-62.887,22.935,-51.072,12.338,-63.521,40.922,-90.671,0,-109.86,-57.215,-99.234,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,2850.583,-0.925,-38.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
117,,4,0,3,3,0,1,1,1,0,0,10,255,255,59,2863.253,"가앤슬_",L,4,73,108,0.283,-0.127,-0.548,1.553,-0.148,1.546,-36.439,10.462,38,62,0,0,"",155.381,0,-11.465,0,0,0,"=","=","=","=","=","=","=","=","",2,L,"Fresh825",190,80,0.2,,91,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2881.571,,,,,,,,,,,,,,,,,,,,,,,,,,-0.102,-37.172,0.007,-17.132,-19.749,-40.875,-8.456,-63.027,23.162,-51.032,12.512,-63.494,40.915,-90.664,0,-109.86,-57.013,-96.666,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,2867.809,0.074,-37.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
118,,4,0,3,3,0,2,1,1,0,0,10,255,255,60,2882.386,"가앤슬_",L,26,90,140,-1.355,0.765,-0.598,1.822,-0.457,1.935,-36.439,35.18,81,19,0,2,"",-86.394,-177.831,-5.104,0,0,0,"=","=","=","=","=","=","=","=","",2,L,"Fresh825",190,80,0.2,5,91,W,Y,1,2883.469,139,120,89,90,17,,142,88,41.579,-24.789,-0.237,1.266,-19.551,-0.87,0,0.139,236.709,36.099,228.613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2888.545,26.524,-80.084,2888.728,6,25.724,2.502,-78.281,0,0,,2889.696,,,,2887.839,,,,,,,,,2888.91,0,,456,0,,,,,,,,,,,2900.158,2,,,,,,,-0.033,-37.3,-0.001,-17.124,-20.134,-42.128,-8.031,-62.949,23.214,-51,12.344,-63.491,40.922,-90.67,0,-109.86,-55.946,-96.225,-0.5,-37.542,120,"Yes_Man_",0.049,-17.651,,"임 재 천",-19.85,-43.115,,"Kr_Luna",-7.327,-62.586,,"kneesohime",23.095,-50.96,,"ddil_ddil69",12.298,-63.23,93,"AI",40.9,-90.65,,"AI",0,-109.84,,"aura_5599",-56.005,-96.289,,2894.669,0.172,-38.708,,,,2896.395,-18.782,-39.844,,,,,,,2888.941,25.527,-77.589,,,,,,,,,,2895.576,-2.876,-38.276,,,,,,,,,,,,,2892.962,15.236,-67.023,,,,,,,,,,"",1,0,0,"AI",2887.839,,,70,""
119,SIDE,4,0,3,3,0,0,2,1,0,0,10,255,255,,2902.385,,,,,,,,,,,,,,,,,,,,,,,,1,"=","=","=","=","=","=","=","=","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2946.685,-0.364,-38.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,128,""
120,,5,1,3,3,0,0,0,0,0,0,255,255,255,52,2959.465,"Ainy4／あいにゃ",R,29,86,140,-0.313,0.458,0.246,1.764,0.201,1.715,-36.9,31.819,90,10,0,2,"",-244.869,-200,9.216,0,0,3,"Kr_Luna","ddil_ddil69","임 재 천","kneesohime","aura_5599","Yes_Man_","가앤슬_","","",4,R,"kneesohime",190,85,0.497,3,91,W,Y,1,2960.585,245,186,108,82,37,,145,98,26.516,-2.063,-0.111,1.115,-18.988,0.99,0,0.275,186.05,-2.871,16.938,1,3,3,55423,0.011,0.011,0.005,0,-0.071,1.105,-19.429,0.989,0.43,-0.587,-0.686,0,-0.071,1.105,-19.429,0.99,0.43,-0.587,-0.686,40.575,0.847,-0.508,-0.159,5.028,-1.308,-1.991,36.307,36.385,-10.887,-1.863,-20.308,23.117,-7.623,-1.304,-14.219,16.186,0.091,0.307,-0.947,98.963,0,0,0,0,0.004,0.02,-0.092,44.523,0.004,0.02,-0.092,44.523,0.231,0,-0.973,-13.384,0.206,0,-0.978,-11.913,-0.036,-0.055,0.998,-2.063,0.032,0.446,-0.894,-2.063,-180,-999,-999,0,0.247,0.989,0.096,0,18,-1,2,0.234,1,0,8,0.016,2965.061,2.906,-102.429,2965.311,7,2.804,2.161,-99.651,0,0,,2966.653,,,,,,,,,,,,,2965.52,3,,456,0,,,,,,,,,,,,,,,,,,,-0.17,-38.341,-0.02,-17.256,-23.866,-48.946,-9.054,-60.698,18.866,-44.272,16.136,-62.904,40.915,-90.664,-3.968,-115.33,-49.542,-99.684,-0.071,-37.344,,"SUGUN",-0.098,-17.459,,"Fresh825",-23.615,-49.041,,"-라후이-",-11.207,-61.968,,"P0TA0",18.827,-44.201,,"まととまと",15.294,-63.476,77,"AI",40.9,-90.65,,"_Gosomi",-3.923,-115.337,90,"아침땅_",-49.016,-99.875,,2973.287,-0.078,-38.14,,,,,,,,,,,,,2968.755,0.951,-71.018,,,,2965.533,2.664,-100.466,,,,,,,,,,,,,,,,,,,2971.48,0.057,-67.012,,,,2967.188,2.791,-99.427,,,,"",1,0,0,"_Gosomi",,,,164,""
121,,5,1,3,3,0,0,1,0,0,0,255,255,255,53,2986.654,"Ainy4／あいにゃ",R,14,96,126,1.335,-2.097,0.193,1.431,-0.044,0.637,-36.9,17.157,48,52,0,1,"",390.434,312.348,30.98,0.306,-19.275,4,"=","=","=","=","=","=","=","","",8,R,"aura_5599",190,89.523,0.398,,91,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.033,-38.215,-0.063,-17.261,-24.463,-49.367,-9.21,-58.615,18.823,-44.04,12.111,-65.293,40.915,-90.664,-2.16,-111.693,-49.759,-95.275,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,2990.854,-0.41,-38.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
122,,5,1,3,3,1,0,1,0,0,0,255,255,255,54,3005.217,"Ainy4／あいにゃ",R,14,87,126,1.565,-0.693,0.213,1.704,0.046,1.519,-36.9,17.614,66,34,0,2,"",390.434,312.348,18.096,0,0,4,"=","=","=","=","=","=","=","","",8,R,"aura_5599",190,89.523,0.398,0,91,W,Y,1,3006.25,126,160,118,117,49,,139,133,15.763,-15.772,0.286,0.877,-20.872,0.52,0,0.31,462.473,-49.538,170.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3011.436,36.936,-146.125,,,,,,0,0,,3012.46,3017.59,3022.901,3028.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,-38.224,-0.036,-17.485,-24.477,-49.382,-9.682,-59.114,18.736,-44.296,12.12,-65.225,40.917,-90.666,-1.813,-112.049,-49.68,-95.493,0.154,-37.618,,"SUGUN",-0.087,-17.644,,"Fresh825",-24.458,-49.363,,"-라후이-",-9.805,-59.149,,"P0TA0",18.561,-44.27,,"まととまと",11.788,-65.365,,"AI",40.9,-90.65,,"_Gosomi",-1.814,-112.049,,"아침땅_",-49.533,-95.318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",4,0,0,"",3017.59,3022.901,3028.404,0,""
123,,5,1,4,3,0,0,1,0,0,0,255,255,255,55,3041.814,"Ainy4／あいにゃ",R,14,86,126,0.807,-0.799,0.144,1.682,-0.274,1.449,-36.9,16.156,59,41,0,2,"",390.434,312.348,26.991,0,0,5,"=","=","=","=","=","=","=","","",1,R,"Yes_Man_",190,85.251,0.499,5,91,W,Y,1,3042.965,205,120,111,56,34,,145,102,-89.732,59.968,0.182,0.617,-19.644,-0.31,0,0.52,-290.279,10.967,246.461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3042.653,0.18,-19.645,3046.469,1,-0.068,1.934,-19.758,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.099,-38.136,0.007,-17.265,-20.379,-43.353,-7.672,-62.423,18.624,-44.672,10.934,-65.128,40.907,-90.657,2.867,-110.58,-48.971,-97.56,0.018,-37.373,,"SUGUN",-0.087,-17.461,107,"Fresh825",-20.818,-43.765,,"-라후이-",-10.465,-63.599,,"P0TA0",18.557,-44.666,,"まととまと",10.185,-65.967,,"AI",40.9,-90.65,,"_Gosomi",2.857,-110.575,,"아침땅_",-48.974,-97.403,,3049.929,-0.641,-37.986,3046.636,-0.095,-19.864,,,,,,,,,,,,,,,,,,,,,,,,,3049.046,-0.442,-20.598,,,,,,,,,,,,,,,,,,,,,,"",3,0,0,"SUGUN",,,,136,""
124,,5,1,4,3,0,1,1,0,0,0,255,255,255,56,3061.07,"Ainy4／あいにゃ",R,3,91,127,0.317,-0.414,0.383,1.649,0.835,1.343,-36.9,21.449,61,39,0,2,"",-445.1,0,-6.674,0,0,5,"=","=","=","=","=","=","=","","",1,R,"Yes_Man_",190,85.251,0.499,3,91,W,Y,1,3062.247,130,130,105,95,44,,140,102,90.141,-4.157,-0.012,0.763,-19.206,0.93,0,0.682,-226.912,208.945,-42.954,1,3,3,63999,0.011,0.011,0.01,0,0.04,0.745,-19.567,0.934,0.52,-0.854,-0.002,0.04,0.039,0.744,-19.567,0.93,0.52,-0.854,-0.002,89.859,0.284,-0.928,-0.243,17.005,-1.735,-2.587,32.732,32.88,-5.959,-17.906,-25.125,31.423,-16.033,-25.691,-30.413,42.919,-0.342,-0.531,-0.775,102.066,0,0,0,0,0.043,0.068,-0.145,35.436,0.012,0.021,-0.245,46.186,0.006,0,-1,-0.358,-0.325,0,-0.946,18.99,-0.072,-0.047,0.996,-4.157,0,1,0.002,-4.157,178.878,-999,-999,0,0.055,0.934,0.096,0.002,31,-1,2,0.047,1,2,8,0.015,,,,3069.228,0,0.553,3.691,-22.571,0,0,,,,,,,,,,,,,,,3069.537,5,,449,0,,,,,,,,,,,,,,,,,,,0.041,-38.065,-0.011,-17.438,-25.238,-50.506,-11.232,-58.981,18.029,-43.25,14.783,-63.871,40.915,-90.664,2.96,-111.425,-52.38,-96.637,0.145,-37.269,,"SUGUN",-0.059,-17.745,87,"Fresh825",-25.203,-50.482,,"-라후이-",-10.92,-59.023,,"P0TA0",17.677,-43.107,,"まととまと",14.24,-63.962,,"AI",40.9,-90.65,,"_Gosomi",2.55,-111.996,,"아침땅_",-52.265,-95.991,,3069.546,0.501,-22.64,3069.659,0.553,-22.577,,,,,,,,,,,,,,,,,,,,,,,,,3072.443,0.392,-23.814,,,,,,,,,,,,,,,,,,,,,,"",1,0,0,"Ainy4／あいにゃ",,,,136,""
125,,5,1,4,3,0,0,2,0,0,0,255,255,255,57,3092.252,"Ainy4／あいにゃ",R,14,85,124,-0.286,0.115,0.039,1.86,-0.761,2.027,-36.9,24.337,95,5,0,0,"",390.434,312.348,26.282,0,0,6,"=","=","=","=","=","=","=","","",0,R,"가앤슬_",190,85.179,0.2,,91,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,-38.114,-0.078,-17.045,-25.489,-49.35,-10.452,-63.284,19.172,-45.08,9.846,-66.327,40.922,-90.671,2.196,-112.037,-51.922,-97.431,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
